P_pem_cap,52.5
P_pem_min,2.625
P_com,5.202435706602566
P_grid_cap,238
r_in,7.2767857142857135
r_out,1.7784902593798153
k_d,3652.9680365296804
S_Pu_max,681887.3668188737
S_raw_max,91768.64759999998
m_H2_max,1.0131135290207465
ramp_pem,360.0
ramp_com,6.0
P_PV_cap,257.2
PT,1.37
CT,18.4815
Demand Pattern,Weekly
Efficiency Type,k
R_FCR_max,1
R_FCR_min,1
R_aFRR_max,50
R_aFRR_min,1
bidres_aFRR,0.1
R_mFRR_max,50
R_mFRR_min,5
bidres_mFRR,0.1
