Period;Elområde;aFRR Upp Pris (EUR/MW);aFRR Upp Volym (MW);aFRR Ned Pris (EUR/MW);aFRR Ned Volym (MW);Publiceringstidpunkt;
2022-05-11 00:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 00:00;SN1;120;30;150;30;2022-06-14 08:05
2022-05-11 00:00;SN3;120;0;150;5;2022-06-14 08:05
2022-05-11 00:00;SN2;120;75;150;70;2022-06-14 08:05
2022-05-11 00:00;SN4;120;0;150;0;2022-06-14 08:05
2022-05-11 01:00;SN4;0;0;0;0;2022-06-14 08:05
2022-05-11 01:00;SN2;0;0;0;0;2022-06-14 08:05
2022-05-11 01:00;SN3;0;0;0;0;2022-06-14 08:05
2022-05-11 01:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 01:00;SN1;0;0;0;0;2022-06-14 08:05
2022-05-11 02:00;SN2;0;0;0;0;2022-06-14 08:05
2022-05-11 02:00;SN3;0;0;0;0;2022-06-14 08:05
2022-05-11 02:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 02:00;SN4;0;0;0;0;2022-06-14 08:05
2022-05-11 02:00;SN1;0;0;0;0;2022-06-14 08:05
2022-05-11 03:00;SN1;0;0;0;0;2022-06-14 08:05
2022-05-11 03:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 03:00;SN3;0;0;0;0;2022-06-14 08:05
2022-05-11 03:00;SN2;0;0;0;0;2022-06-14 08:05
2022-05-11 03:00;SN4;0;0;0;0;2022-06-14 08:05
2022-05-11 04:00;SN1;0;0;0;0;2022-06-14 08:05
2022-05-11 04:00;SN4;0;0;0;0;2022-06-14 08:05
2022-05-11 04:00;SN3;0;0;0;0;2022-06-14 08:05
2022-05-11 04:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 04:00;SN2;0;0;0;0;2022-06-14 08:05
2022-05-11 05:00;SN1;200;50;150;30;2022-06-14 08:05
2022-05-11 05:00;SN4;200;0;150;0;2022-06-14 08:05
2022-05-11 05:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 05:00;SN3;200;5;150;0;2022-06-14 08:05
2022-05-11 05:00;SN2;200;85;150;110;2022-06-14 08:05
2022-05-11 06:00;SN1;200;50;150;30;2022-06-14 08:05
2022-05-11 06:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 06:00;SN4;200;0;150;0;2022-06-14 08:05
2022-05-11 06:00;SN3;200;5;150;0;2022-06-14 08:05
2022-05-11 06:00;SN2;200;85;150;110;2022-06-14 08:05
2022-05-11 07:00;;0;0;0;0;2022-05-05 12:01
2022-05-11 07:00;SN4;200;0;150;0;2022-06-14 08:05
2022-05-11 07:00;SN1;200;50;150;30;2022-06-14 08:05
2022-05-11 07:00;SN2;200;85;150;110;2022-06-14 08:05
2022-05-11 07:00;SN3;200;5;150;0;2022-06-14 08:05
2022-05-11 08:00;SN2;0;85;25;110;2022-06-14 08:05
2022-05-11 08:00;SN4;0;0;25;0;2022-06-14 08:05
2022-05-11 08:00;SN1;0;50;25;30;2022-06-14 08:05
2022-05-11 08:00;SN3;0;5;25;0;2022-06-14 08:05
2022-05-11 08:00;;0;0;0;0;2022-05-05 12:01
