DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_DEMAND_[MW],AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_IMPORT(-)_EXPORT(+)_[MW],BE_DEMAND_[MW],BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BE_IMPORT(-)_EXPORT(+)_[MW],CH_DEMAND_[MW],CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CH_IMPORT(-)_EXPORT(+)_[MW],DE_DEMAND_[MW],DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DE_IMPORT(-)_EXPORT(+)_[MW],FR_DEMAND_[MW],FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FR_IMPORT(-)_EXPORT(+)_[MW],NL_DEMAND_[MW],NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NL_IMPORT(-)_EXPORT(+)_[MW],SI_DEMAND_[MW],SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SI_IMPORT(-)_EXPORT(+)_[MW],DK_DEMAND_[MW],DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DK_IMPORT(-)_EXPORT(+)_[MW],Column1,,
01/01/2021,01/01/2021,FCR,1,NEGPOS_00_04,22.990,71.000,22.990,4.000,87.000,161.760,-60.000,67.000,22.990,15.000,562.000,22.990,38.000,508.000,22.990,73.000,114.000,22.990,-70.000,-,-,-,-,-,-,96.902,,
01/01/2021,01/01/2021,FCR,1,NEGPOS_04_08,19.500,71.000,19.500,4.000,87.000,158.170,-60.000,67.000,19.500,6.000,562.000,19.500,-32.000,508.000,15.400,152.000,114.000,19.500,-70.000,-,-,-,-,-,-,97.662,,
01/01/2021,01/01/2021,FCR,1,NEGPOS_08_12,17.100,71.000,17.100,-2.000,87.000,62.420,-60.000,67.000,17.100,16.000,562.000,17.100,10.000,508.000,17.100,106.000,114.000,17.100,-70.000,-,-,-,-,-,-,97.882,,
01/01/2021,01/01/2021,FCR,1,NEGPOS_12_16,20.000,71.000,20.000,9.000,87.000,55.890,-60.000,67.000,20.000,13.000,562.000,20.000,28.000,508.000,20.000,80.000,114.000,20.000,-70.000,-,-,-,-,-,-,97.882,,
01/01/2021,01/01/2021,FCR,1,NEGPOS_16_20,15.000,71.000,15.000,-2.000,87.000,48.210,-60.000,67.000,15.000,44.000,562.000,15.000,-19.000,508.000,15.000,107.000,114.000,15.000,-70.000,-,-,-,-,-,-,97.833,,
01/01/2021,01/01/2021,FCR,1,NEGPOS_20_24,20.000,71.000,20.000,0.000,87.000,90.060,-60.000,67.000,20.000,18.000,562.000,20.000,-8.000,508.000,20.000,120.000,114.000,20.000,-70.000,-,-,-,-,-,-,97.784,,
02/01/2021,02/01/2021,FCR,1,NEGPOS_00_04,15.400,71.000,15.400,-2.000,87.000,151.070,-60.000,67.000,15.400,-8.000,562.000,15.400,-12.000,508.000,11.360,152.000,114.000,15.400,-70.000,-,-,-,-,-,-,98.584,,
02/01/2021,02/01/2021,FCR,1,NEGPOS_04_08,18.400,71.000,18.400,-2.000,87.000,141.040,-60.000,67.000,18.400,12.000,562.000,18.400,16.000,508.000,18.400,104.000,114.000,18.400,-70.000,-,-,-,-,-,-,98.584,,
02/01/2021,02/01/2021,FCR,1,NEGPOS_08_12,20.000,71.000,20.000,-2.000,87.000,42.860,-60.000,67.000,20.000,78.000,562.000,20.000,20.000,508.000,20.000,34.000,114.000,20.000,-70.000,-,-,-,-,-,-,98.609,,
02/01/2021,02/01/2021,FCR,1,NEGPOS_12_16,20.000,71.000,20.000,9.000,87.000,41.380,-60.000,67.000,20.000,75.000,562.000,20.000,18.000,508.000,20.000,28.000,114.000,20.000,-70.000,-,-,-,-,-,-,98.646,,
02/01/2021,02/01/2021,FCR,1,NEGPOS_16_20,13.640,71.000,13.640,0.000,87.000,49.600,-60.000,67.000,13.640,52.000,562.000,13.640,-19.000,508.000,13.640,97.000,114.000,13.640,-70.000,-,-,-,-,-,-,98.647,,
02/01/2021,02/01/2021,FCR,1,NEGPOS_20_24,25.000,71.000,25.000,9.000,87.000,72.120,-60.000,67.000,25.000,30.000,562.000,25.000,56.000,508.000,25.000,35.000,114.000,25.000,-70.000,-,-,-,-,-,-,98.648,,
03/01/2021,03/01/2021,FCR,1,NEGPOS_00_04,22.000,71.000,22.000,-2.000,87.000,80.010,-57.000,67.000,22.000,12.000,562.000,22.000,42.000,508.000,22.000,84.000,114.000,22.000,-70.000,-,-,-,-,-,-,98.649,,
03/01/2021,03/01/2021,FCR,1,NEGPOS_04_08,17.940,71.000,17.940,-2.000,87.000,99.840,-57.000,67.000,17.940,7.000,562.000,17.940,-30.000,508.000,13.920,152.000,114.000,17.940,-70.000,-,-,-,-,-,-,98.650,,
03/01/2021,03/01/2021,FCR,1,NEGPOS_08_12,16.000,71.000,16.000,-2.000,87.000,17.810,-60.000,67.000,16.000,46.000,562.000,16.000,-46.000,508.000,16.000,132.000,114.000,16.000,-70.000,-,-,-,-,-,-,98.668,,
03/01/2021,03/01/2021,FCR,1,NEGPOS_12_16,14.560,71.000,14.560,-2.000,87.000,18.500,-60.000,67.000,14.560,44.000,562.000,14.560,-10.000,508.000,14.560,98.000,114.000,14.560,-70.000,-,-,-,-,-,-,98.708,,
03/01/2021,03/01/2021,FCR,1,NEGPOS_16_20,14.160,71.000,14.160,-2.000,87.000,32.220,-60.000,67.000,14.160,48.000,562.000,14.160,-21.000,508.000,14.160,105.000,114.000,14.160,-70.000,-,-,-,-,-,-,98.726,,
03/01/2021,03/01/2021,FCR,1,NEGPOS_20_24,16.100,71.000,16.100,-2.000,87.000,66.320,-60.000,67.000,16.100,14.000,562.000,16.100,-31.000,508.000,16.100,149.000,114.000,16.100,-70.000,-,-,-,-,-,-,98.744,,
04/01/2021,04/01/2021,FCR,1,NEGPOS_00_04,19.280,71.000,19.280,-1.000,87.000,120.420,-60.000,67.000,19.280,43.000,562.000,19.280,-43.000,508.000,19.280,132.000,114.000,19.280,-71.000,-,-,-,-,-,-,98.761,,
04/01/2021,04/01/2021,FCR,1,NEGPOS_04_08,19.720,71.000,19.720,-1.000,87.000,115.670,-60.000,67.000,19.720,38.000,562.000,19.720,-5.000,508.000,19.720,99.000,114.000,19.720,-71.000,-,-,-,-,-,-,98.779,,
04/01/2021,04/01/2021,FCR,1,NEGPOS_08_12,11.000,71.000,11.000,-9.000,87.000,27.910,-60.000,67.000,11.000,1.000,562.000,11.000,-2.000,508.000,11.000,141.000,114.000,11.000,-71.000,-,-,-,-,-,-,98.797,,
04/01/2021,04/01/2021,FCR,1,NEGPOS_12_16,11.500,71.000,11.500,-3.000,87.000,26.110,-60.000,67.000,11.500,33.000,562.000,11.500,1.000,508.000,11.500,101.000,114.000,11.500,-72.000,-,-,-,-,-,-,98.814,,
04/01/2021,04/01/2021,FCR,1,NEGPOS_16_20,11.960,71.000,11.960,1.000,87.000,42.820,-60.000,67.000,11.960,19.000,562.000,11.960,0.000,508.000,11.960,111.000,114.000,11.960,-71.000,-,-,-,-,-,-,98.832,,
04/01/2021,04/01/2021,FCR,1,NEGPOS_20_24,21.220,71.000,21.220,-1.000,87.000,55.150,-60.000,67.000,21.220,56.000,562.000,21.220,40.000,508.000,21.220,36.000,114.000,21.220,-71.000,-,-,-,-,-,-,98.849,,
05/01/2021,05/01/2021,FCR,1,NEGPOS_00_04,22.000,71.000,22.000,-1.000,87.000,111.980,-60.000,67.000,22.000,40.000,562.000,22.000,82.000,508.000,22.000,10.000,114.000,22.000,-71.000,-,-,-,-,-,-,98.867,,
05/01/2021,05/01/2021,FCR,1,NEGPOS_04_08,26.330,71.000,26.330,-1.000,87.000,110.090,-60.000,67.000,26.330,39.000,562.000,26.330,41.000,508.000,26.330,52.000,114.000,26.330,-71.000,-,-,-,-,-,-,98.884,,
05/01/2021,05/01/2021,FCR,1,NEGPOS_08_12,10.400,71.000,10.400,-9.000,87.000,36.400,-60.000,67.000,10.400,-2.000,562.000,10.400,-3.000,508.000,9.840,152.000,114.000,10.400,-78.000,-,-,-,-,-,-,98.902,,
05/01/2021,05/01/2021,FCR,1,NEGPOS_12_16,11.000,71.000,11.000,-5.000,87.000,34.850,-60.000,67.000,11.000,3.000,562.000,11.000,-2.000,508.000,11.000,137.000,114.000,11.000,-73.000,-,-,-,-,-,-,98.919,,
05/01/2021,05/01/2021,FCR,1,NEGPOS_16_20,10.400,71.000,10.400,-14.000,87.000,57.860,-60.000,67.000,10.400,1.000,562.000,10.400,-1.000,508.000,3.720,152.000,114.000,10.400,-78.000,-,-,-,-,-,-,98.937,,
05/01/2021,05/01/2021,FCR,1,NEGPOS_20_24,19.000,71.000,19.000,-1.000,87.000,47.990,-60.000,67.000,19.000,41.000,562.000,19.000,28.000,508.000,19.000,63.000,114.000,19.000,-71.000,-,-,-,-,-,-,98.954,,
06/01/2021,06/01/2021,FCR,1,NEGPOS_00_04,27.990,71.000,27.990,-2.000,87.000,90.490,-60.000,67.000,27.990,40.000,562.000,27.990,82.000,508.000,27.990,11.000,114.000,149.990,-71.000,-,-,-,-,-,-,98.971,,
06/01/2021,06/01/2021,FCR,1,NEGPOS_04_08,28.000,71.000,28.000,-2.000,87.000,97.130,-60.000,67.000,28.000,42.000,562.000,28.000,80.000,508.000,28.000,21.000,114.000,122.980,-71.000,-,-,-,-,-,-,98.989,,
06/01/2021,06/01/2021,FCR,1,NEGPOS_08_12,11.000,71.000,11.000,-9.000,87.000,56.610,-60.000,67.000,11.000,11.000,562.000,11.000,-19.000,508.000,11.000,136.000,114.000,181.900,-59.000,-,-,-,-,-,-,99.003,,
06/01/2021,06/01/2021,FCR,1,NEGPOS_12_16,15.660,71.000,15.660,2.000,87.000,53.950,-60.000,67.000,15.660,67.000,562.000,15.660,-13.000,508.000,15.660,79.000,114.000,162.260,-71.000,-,-,-,-,-,-,99.050,,
06/01/2021,06/01/2021,FCR,1,NEGPOS_16_20,15.000,71.000,15.000,3.000,87.000,67.420,-60.000,67.000,15.000,28.000,562.000,15.000,-14.000,508.000,15.000,114.000,114.000,168.380,-71.000,-,-,-,-,-,-,99.103,,
06/01/2021,06/01/2021,FCR,1,NEGPOS_20_24,19.000,71.000,19.000,-2.000,87.000,56.690,-60.000,67.000,19.000,77.000,562.000,19.000,10.000,508.000,19.000,34.000,114.000,118.000,-59.000,-,-,-,-,-,-,99.139,,
07/01/2021,07/01/2021,FCR,1,NEGPOS_00_04,29.000,71.000,29.000,-1.000,87.000,77.050,-60.000,67.000,29.000,80.000,562.000,29.000,84.000,508.000,29.000,-32.000,114.000,145.130,-71.000,-,-,-,-,-,-,99.159,,
07/01/2021,07/01/2021,FCR,1,NEGPOS_04_08,29.000,71.000,29.000,6.000,87.000,79.820,-60.000,67.000,29.000,81.000,562.000,29.000,37.000,508.000,29.000,7.000,114.000,135.620,-71.000,-,-,-,-,-,-,99.183,,
07/01/2021,07/01/2021,FCR,1,NEGPOS_08_12,10.600,71.000,10.600,-2.000,87.000,92.950,-60.000,67.000,10.600,-1.000,562.000,10.600,-18.000,508.000,1.520,152.000,114.000,263.980,-71.000,-,-,-,-,-,-,99.206,,
07/01/2021,07/01/2021,FCR,1,NEGPOS_12_16,10.400,71.000,10.400,-1.000,87.000,77.220,-60.000,67.000,10.400,-1.000,562.000,10.400,-19.000,508.000,1.680,152.000,114.000,176.180,-71.000,-,-,-,-,-,-,99.261,,
07/01/2021,07/01/2021,FCR,1,NEGPOS_16_20,11.500,71.000,11.500,-7.000,87.000,104.710,-60.000,67.000,11.500,11.000,562.000,11.500,-25.000,508.000,1.400,152.000,114.000,179.770,-71.000,-,-,-,-,-,-,99.252,,
07/01/2021,07/01/2021,FCR,1,NEGPOS_20_24,11.000,71.000,11.000,-9.000,87.000,73.490,-60.000,67.000,11.000,53.000,562.000,11.000,-1.000,508.000,11.000,88.000,114.000,105.650,-71.000,-,-,-,-,-,-,99.242,,
08/01/2021,08/01/2021,FCR,1,NEGPOS_00_04,19.000,71.000,19.000,-1.000,87.000,65.500,-60.000,67.000,19.000,76.000,562.000,19.000,49.000,508.000,19.000,12.000,114.000,19.000,-76.000,-,-,-,-,-,-,99.233,,
08/01/2021,08/01/2021,FCR,1,NEGPOS_04_08,25.000,71.000,25.000,6.000,87.000,63.150,-60.000,67.000,25.000,79.000,562.000,25.000,26.000,508.000,25.000,25.000,114.000,25.000,-76.000,-,-,-,-,-,-,99.224,,
08/01/2021,08/01/2021,FCR,1,NEGPOS_08_12,10.000,71.000,10.000,-19.000,87.000,385.510,-38.000,67.000,10.000,-7.000,562.000,10.000,-11.000,508.000,1.000,152.000,114.000,10.000,-77.000,-,-,-,-,-,-,99.215,,
08/01/2021,08/01/2021,FCR,1,NEGPOS_12_16,10.700,71.000,10.700,-14.000,87.000,104.200,-60.000,67.000,10.700,4.000,562.000,10.700,-5.000,508.000,1.360,152.000,114.000,10.700,-77.000,-,-,-,-,-,-,99.215,,
08/01/2021,08/01/2021,FCR,1,NEGPOS_16_20,10.700,71.000,10.700,-14.000,87.000,132.820,-60.000,67.000,10.700,1.000,562.000,10.700,-3.000,508.000,1.080,152.000,114.000,10.700,-76.000,-,-,-,-,-,-,99.206,,
08/01/2021,08/01/2021,FCR,1,NEGPOS_20_24,11.000,71.000,11.000,-9.000,87.000,73.210,-60.000,67.000,11.000,32.000,562.000,11.000,-4.000,508.000,11.000,117.000,114.000,11.000,-76.000,-,-,-,-,-,-,99.197,,
09/01/2021,09/01/2021,FCR,1,NEGPOS_00_04,19.100,71.000,19.100,6.000,87.000,56.340,-60.000,67.000,19.100,77.000,562.000,19.100,66.000,508.000,19.100,-23.000,114.000,19.100,-66.000,-,-,-,-,-,-,99.188,,
09/01/2021,09/01/2021,FCR,1,NEGPOS_04_08,29.000,71.000,29.000,6.000,87.000,55.530,-60.000,67.000,29.000,83.000,562.000,29.000,97.000,508.000,29.000,-60.000,114.000,29.000,-66.000,-,-,-,-,-,-,99.179,,
09/01/2021,09/01/2021,FCR,1,NEGPOS_08_12,12.880,71.000,12.880,2.000,87.000,122.510,-60.000,67.000,12.880,84.000,562.000,12.880,-42.000,508.000,12.880,82.000,114.000,12.880,-66.000,-,-,-,-,-,-,99.158,,
09/01/2021,09/01/2021,FCR,1,NEGPOS_12_16,11.000,71.000,11.000,-2.000,87.000,105.590,-60.000,67.000,11.000,81.000,562.000,11.000,-1.000,508.000,11.000,56.000,114.000,11.000,-74.000,-,-,-,-,-,-,99.767,,
09/01/2021,09/01/2021,FCR,1,NEGPOS_16_20,10.000,71.000,10.000,-7.000,87.000,137.530,-60.000,67.000,10.000,49.000,562.000,10.000,-10.000,508.000,10.000,98.000,114.000,10.000,-70.000,-,-,-,-,-,-,100.585,,
09/01/2021,09/01/2021,FCR,1,NEGPOS_20_24,15.830,71.000,15.830,5.000,87.000,79.420,-60.000,67.000,15.830,79.000,562.000,15.830,14.000,508.000,15.830,28.000,114.000,15.830,-66.000,-,-,-,-,-,-,100.581,,
10/01/2021,10/01/2021,FCR,1,NEGPOS_00_04,20.000,71.000,20.000,4.000,87.000,47.130,-60.000,67.000,20.000,63.000,562.000,20.000,70.000,508.000,20.000,-11.000,114.000,20.000,-66.000,-,-,-,-,-,-,101.390,,
10/01/2021,10/01/2021,FCR,1,NEGPOS_04_08,25.000,71.000,25.000,-3.000,87.000,47.160,-60.000,67.000,25.000,15.000,562.000,25.000,88.000,508.000,25.000,26.000,114.000,25.000,-66.000,-,-,-,-,-,-,101.382,,
10/01/2021,10/01/2021,FCR,1,NEGPOS_08_12,18.000,71.000,18.000,10.000,87.000,127.210,-60.000,67.000,18.000,69.000,562.000,18.000,30.000,508.000,18.000,17.000,114.000,18.000,-66.000,-,-,-,-,-,-,101.423,,
10/01/2021,10/01/2021,FCR,1,NEGPOS_12_16,16.000,71.000,16.000,9.000,87.000,109.160,-60.000,67.000,16.000,67.000,562.000,16.000,28.000,508.000,16.000,22.000,114.000,16.000,-66.000,-,-,-,-,-,-,101.463,,
10/01/2021,10/01/2021,FCR,1,NEGPOS_16_20,15.000,71.000,15.000,9.000,87.000,146.630,-60.000,67.000,15.000,73.000,562.000,15.000,10.000,508.000,15.000,34.000,114.000,15.000,-66.000,-,-,-,-,-,-,101.463,,
10/01/2021,10/01/2021,FCR,1,NEGPOS_20_24,19.000,71.000,19.000,10.000,87.000,96.820,-60.000,67.000,19.000,72.000,562.000,19.000,10.000,508.000,19.000,34.000,114.000,19.000,-66.000,-,-,-,-,-,-,101.459,,
11/01/2021,11/01/2021,FCR,1,NEGPOS_00_04,29.800,71.000,29.800,-3.000,87.000,39.760,-60.000,67.000,29.800,59.000,562.000,29.800,120.000,508.000,29.800,-47.000,114.000,29.800,-69.000,-,-,-,-,-,-,101.541,,
11/01/2021,11/01/2021,FCR,1,NEGPOS_04_08,39.840,71.000,39.840,-2.000,87.000,41.430,-60.000,67.000,39.840,73.000,562.000,39.840,85.000,508.000,39.840,-27.000,114.000,39.840,-69.000,-,-,-,-,-,-,101.563,,
11/01/2021,11/01/2021,FCR,1,NEGPOS_08_12,11.760,71.000,11.760,-4.000,87.000,123.700,-60.000,67.000,11.760,6.000,562.000,11.760,-25.000,508.000,1.240,152.000,114.000,11.760,-69.000,-,-,-,-,-,-,101.588,,
11/01/2021,11/01/2021,FCR,1,NEGPOS_12_16,10.800,71.000,10.800,6.000,87.000,105.200,-60.000,67.000,10.800,2.000,562.000,10.800,-24.000,508.000,1.480,152.000,114.000,10.800,-76.000,-,-,-,-,-,-,101.630,,
11/01/2021,11/01/2021,FCR,1,NEGPOS_16_20,11.400,71.000,11.400,8.000,87.000,141.800,-60.000,67.000,11.400,6.000,562.000,11.400,-33.000,508.000,1.520,152.000,114.000,11.400,-73.000,-,-,-,-,-,-,101.656,,
11/01/2021,11/01/2021,FCR,1,NEGPOS_20_24,19.860,71.000,19.860,-3.000,87.000,92.190,-60.000,67.000,19.860,41.000,562.000,19.860,37.000,508.000,19.860,54.000,114.000,19.860,-69.000,-,-,-,-,-,-,101.662,,
12/01/2021,12/01/2021,FCR,1,NEGPOS_00_04,33.720,71.000,33.720,-2.000,87.000,200.000,-38.000,67.000,33.720,30.000,562.000,33.720,-6.000,508.000,33.720,88.000,114.000,33.720,-72.000,-,-,-,-,-,-,101.730,,
12/01/2021,12/01/2021,FCR,1,NEGPOS_04_08,33.240,71.000,33.240,-2.000,87.000,200.000,-38.000,67.000,33.240,40.000,562.000,33.240,2.000,508.000,33.240,70.000,114.000,33.240,-72.000,-,-,-,-,-,-,101.756,,
12/01/2021,12/01/2021,FCR,1,NEGPOS_08_12,10.800,71.000,10.800,-11.000,87.000,200.000,-41.000,67.000,10.800,4.000,562.000,10.800,-27.000,508.000,9.040,152.000,114.000,10.800,-77.000,-,-,-,-,-,-,101.749,,
12/01/2021,12/01/2021,FCR,1,NEGPOS_12_16,10.760,71.000,10.760,-28.000,87.000,200.000,-41.000,67.000,10.760,55.000,562.000,10.760,-65.000,508.000,7.600,152.000,114.000,10.760,-73.000,-,-,-,-,-,-,101.756,,
12/01/2021,12/01/2021,FCR,1,NEGPOS_16_20,10.900,71.000,10.900,7.000,87.000,200.000,-38.000,67.000,10.900,5.000,562.000,10.900,-24.000,508.000,10.900,122.000,114.000,10.900,-72.000,-,-,-,-,-,-,101.792,,
12/01/2021,12/01/2021,FCR,1,NEGPOS_20_24,19.000,71.000,19.000,-3.000,87.000,200.000,-38.000,67.000,19.000,52.000,562.000,19.000,-53.000,508.000,19.000,111.000,114.000,19.000,-69.000,-,-,-,-,-,-,101.770,,
13/01/2021,13/01/2021,FCR,1,NEGPOS_00_04,30.760,71.000,30.760,4.000,87.000,63.040,-60.000,67.000,30.760,27.000,562.000,30.760,20.000,508.000,30.760,81.000,114.000,30.760,-72.000,-,-,-,-,-,-,101.756,,
13/01/2021,13/01/2021,FCR,1,NEGPOS_04_08,29.000,71.000,29.000,3.000,87.000,51.290,-60.000,67.000,29.000,31.000,562.000,29.000,21.000,508.000,29.000,77.000,114.000,29.000,-72.000,-,-,-,-,-,-,101.733,,
13/01/2021,13/01/2021,FCR,1,NEGPOS_08_12,10.000,71.000,10.000,-10.000,87.000,101.700,-60.000,67.000,10.000,40.000,562.000,10.000,-46.000,508.000,1.720,152.000,114.000,10.000,-76.000,-,-,-,-,-,-,101.996,,
13/01/2021,13/01/2021,FCR,1,NEGPOS_12_16,11.000,71.000,11.000,-3.000,87.000,81.370,-60.000,67.000,11.000,42.000,562.000,11.000,-13.000,508.000,11.000,106.000,114.000,11.000,-72.000,-,-,-,-,-,-,102.389,,
13/01/2021,13/01/2021,FCR,1,NEGPOS_16_20,19.320,71.000,19.320,10.000,87.000,135.890,-60.000,67.000,19.320,55.000,562.000,19.320,-10.000,508.000,19.320,77.000,114.000,19.320,-72.000,-,-,-,-,-,-,103.118,,
13/01/2021,13/01/2021,FCR,1,NEGPOS_20_24,14.370,71.000,14.370,-2.000,87.000,81.080,-60.000,67.000,14.370,70.000,562.000,14.370,-51.000,508.000,14.370,119.000,114.000,14.370,-72.000,-,-,-,-,-,-,103.848,,
14/01/2021,14/01/2021,FCR,1,NEGPOS_00_04,18.760,71.000,18.760,-3.000,87.000,82.300,-60.000,67.000,18.760,24.000,562.000,18.760,-2.000,508.000,18.760,120.000,114.000,18.760,-79.000,-,-,-,-,-,-,104.576,,
14/01/2021,14/01/2021,FCR,1,NEGPOS_04_08,18.790,71.000,18.790,-3.000,87.000,61.910,-60.000,67.000,18.790,24.000,562.000,18.790,-12.000,508.000,18.790,130.000,114.000,18.790,-79.000,-,-,-,-,-,-,104.863,,
14/01/2021,14/01/2021,FCR,1,NEGPOS_08_12,19.000,71.000,19.000,-7.000,87.000,64.350,-60.000,67.000,19.000,18.000,562.000,19.000,-24.000,508.000,1.720,152.000,114.000,19.000,-79.000,-,-,-,-,-,-,104.852,,
14/01/2021,14/01/2021,FCR,1,NEGPOS_12_16,13.600,71.000,13.600,-8.000,87.000,64.770,-60.000,67.000,13.600,15.000,562.000,13.600,-20.000,508.000,1.680,152.000,114.000,13.600,-79.000,-,-,-,-,-,-,104.843,,
14/01/2021,14/01/2021,FCR,1,NEGPOS_16_20,23.480,71.000,23.480,-8.000,87.000,116.110,-60.000,67.000,23.480,25.000,562.000,23.480,-27.000,508.000,1.360,152.000,114.000,23.480,-79.000,-,-,-,-,-,-,105.181,,
14/01/2021,14/01/2021,FCR,1,NEGPOS_20_24,19.770,71.000,19.770,-3.000,87.000,71.480,-60.000,67.000,19.770,87.000,562.000,19.770,1.000,508.000,19.770,54.000,114.000,19.770,-79.000,-,-,-,-,-,-,105.519,,
15/01/2021,15/01/2021,FCR,1,NEGPOS_00_04,28.360,71.000,28.360,7.000,87.000,68.310,-60.000,67.000,28.360,12.000,562.000,28.360,93.000,508.000,28.360,14.000,114.000,28.360,-66.000,-,-,-,-,-,-,105.856,,
15/01/2021,15/01/2021,FCR,1,NEGPOS_04_08,25.840,71.000,25.840,-3.000,87.000,57.250,-60.000,67.000,25.840,15.000,562.000,25.840,35.000,508.000,25.840,85.000,114.000,25.840,-72.000,-,-,-,-,-,-,105.885,,
15/01/2021,15/01/2021,FCR,1,NEGPOS_08_12,20.000,71.000,20.000,-3.000,87.000,55.760,-60.000,67.000,20.000,0.000,562.000,20.000,-23.000,508.000,6.880,152.000,114.000,20.000,-66.000,-,-,-,-,-,-,105.877,,
15/01/2021,15/01/2021,FCR,1,NEGPOS_12_16,10.800,71.000,10.800,-9.000,87.000,51.410,-60.000,67.000,10.800,-9.000,562.000,10.800,3.000,508.000,7.040,152.000,114.000,10.800,-77.000,-,-,-,-,-,-,105.873,,
15/01/2021,15/01/2021,FCR,1,NEGPOS_16_20,29.000,71.000,29.000,-3.000,87.000,106.720,-60.000,67.000,29.000,1.000,562.000,29.000,-18.000,508.000,7.040,152.000,114.000,29.000,-72.000,-,-,-,-,-,-,105.941,,
15/01/2021,15/01/2021,FCR,1,NEGPOS_20_24,16.360,71.000,16.360,-4.000,87.000,67.950,-60.000,67.000,16.360,26.000,562.000,16.360,-5.000,508.000,16.360,115.000,114.000,16.360,-72.000,-,-,-,-,-,-,105.934,,
16/01/2021,16/01/2021,FCR,1,NEGPOS_00_04,22.000,71.000,22.000,3.000,87.000,66.070,-60.000,67.000,22.000,21.000,562.000,22.000,72.000,508.000,22.000,43.000,114.000,163.940,-79.000,-,-,-,-,-,-,105.937,,
16/01/2021,16/01/2021,FCR,1,NEGPOS_04_08,21.920,71.000,21.920,3.000,87.000,60.550,-60.000,67.000,21.920,26.000,562.000,21.920,59.000,508.000,21.920,51.000,114.000,161.860,-79.000,-,-,-,-,-,-,105.972,,
16/01/2021,16/01/2021,FCR,1,NEGPOS_08_12,24.800,71.000,24.800,3.000,87.000,54.010,-60.000,67.000,24.800,97.000,562.000,24.800,-28.000,508.000,24.800,55.000,114.000,143.110,-67.000,-,-,-,-,-,-,105.951,,
16/01/2021,16/01/2021,FCR,1,NEGPOS_12_16,23.000,71.000,23.000,26.000,87.000,46.050,-60.000,67.000,23.000,74.000,562.000,23.000,32.000,508.000,23.000,7.000,114.000,165.610,-79.000,-,-,-,-,-,-,106.338,,
16/01/2021,16/01/2021,FCR,1,NEGPOS_16_20,23.720,71.000,23.720,-4.000,87.000,97.710,-60.000,67.000,23.720,85.000,562.000,23.720,24.000,508.000,23.720,22.000,114.000,124.350,-67.000,-,-,-,-,-,-,107.060,,
16/01/2021,16/01/2021,FCR,1,NEGPOS_20_24,26.460,71.000,26.460,6.000,87.000,62.300,-60.000,67.000,26.460,61.000,562.000,26.460,88.000,508.000,26.460,-16.000,114.000,102.050,-79.000,-,-,-,-,-,-,107.781,,
17/01/2021,17/01/2021,FCR,1,NEGPOS_00_04,29.000,71.000,29.000,2.000,87.000,72.490,-60.000,67.000,29.000,32.000,562.000,29.000,91.000,508.000,29.000,14.000,114.000,29.000,-79.000,-,-,-,-,-,-,108.501,,
17/01/2021,17/01/2021,FCR,1,NEGPOS_04_08,22.460,71.000,22.460,5.000,87.000,64.590,-60.000,67.000,22.460,29.000,562.000,22.460,77.000,508.000,22.460,28.000,114.000,40.000,-79.000,-,-,-,-,-,-,108.472,,
17/01/2021,17/01/2021,FCR,1,NEGPOS_08_12,30.570,71.000,30.570,14.000,87.000,50.810,-60.000,67.000,30.570,65.000,562.000,30.570,84.000,508.000,30.570,-24.000,114.000,30.570,-79.000,-,-,-,-,-,-,108.523,,
17/01/2021,17/01/2021,FCR,1,NEGPOS_12_16,29.350,71.000,29.350,8.000,87.000,47.170,-60.000,67.000,29.350,75.000,562.000,29.350,113.000,508.000,29.350,-56.000,114.000,29.350,-79.000,-,-,-,-,-,-,108.908,,
17/01/2021,17/01/2021,FCR,1,NEGPOS_16_20,36.540,71.000,36.540,11.000,87.000,89.120,-60.000,67.000,36.540,77.000,562.000,36.540,63.000,508.000,36.540,-12.000,114.000,41.000,-79.000,-,-,-,-,-,-,109.626,,
17/01/2021,17/01/2021,FCR,1,NEGPOS_20_24,30.200,71.000,30.200,11.000,87.000,30.200,-57.000,67.000,30.200,60.000,562.000,30.200,103.000,508.000,30.200,-38.000,114.000,54.000,-79.000,-,-,-,-,-,-,110.344,,
18/01/2021,18/01/2021,FCR,1,NEGPOS_00_04,20.000,71.000,20.000,-1.000,87.000,95.820,-60.000,67.000,20.000,-7.000,562.000,20.000,30.000,508.000,20.000,107.000,114.000,20.000,-69.000,-,-,-,-,-,-,111.061,,
18/01/2021,18/01/2021,FCR,1,NEGPOS_04_08,19.000,71.000,19.000,-1.000,87.000,73.780,-60.000,67.000,19.000,11.000,562.000,19.000,-27.000,508.000,14.960,152.000,114.000,19.000,-75.000,-,-,-,-,-,-,111.111,,
