DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_DEMAND_[MW],AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_IMPORT(-)_EXPORT(+)_[MW],BE_DEMAND_[MW],BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BE_IMPORT(-)_EXPORT(+)_[MW],CH_DEMAND_[MW],CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CH_IMPORT(-)_EXPORT(+)_[MW],DE_DEMAND_[MW],DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DE_IMPORT(-)_EXPORT(+)_[MW],FR_DEMAND_[MW],FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FR_IMPORT(-)_EXPORT(+)_[MW],NL_DEMAND_[MW],NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NL_IMPORT(-)_EXPORT(+)_[MW],SI_DEMAND_[MW],SI_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SI_IMPORT(-)_EXPORT(+)_[MW],DK_DEMAND_[MW],DK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DK_IMPORT(-)_EXPORT(+)_[MW]
14/01/2020,14/01/2020,FCR,1,NEGPOS_00_24,138.000,68.000,138.000,12.000,47.000,138.000,-45.000,65.000,138.000,54.000,573.000,138.000,-10.000,516.000,138.000,68.000,113.000,450.000,-79.000,-,-,-,-,-,-
15/01/2020,15/01/2020,FCR,1,NEGPOS_00_24,122.280,68.000,122.280,-7.000,47.000,122.280,-45.000,65.000,122.280,75.000,573.000,122.280,-100.000,516.000,122.280,138.000,113.000,545.000,-59.000,-,-,-,-,-,-
16/01/2020,16/01/2020,FCR,1,NEGPOS_00_24,136.350,68.000,136.350,12.000,47.000,136.350,-45.000,65.000,136.350,77.000,573.000,136.350,-111.000,516.000,96.000,146.000,113.000,526.000,-79.000,-,-,-,-,-,-
17/01/2020,17/01/2020,FCR,1,NEGPOS_00_24,102.900,68.000,102.900,3.000,47.000,102.900,-45.000,65.000,102.900,43.000,573.000,102.900,-85.000,516.000,96.000,154.000,113.000,342.000,-70.000,-,-,-,-,-,-
18/01/2020,18/01/2020,FCR,1,NEGPOS_00_24,169.210,68.000,169.210,-10.000,47.000,169.210,-45.000,65.000,169.210,66.000,573.000,169.210,4.000,516.000,169.210,64.000,113.000,349.000,-79.000,-,-,-,-,-,-
19/01/2020,19/01/2020,FCR,1,NEGPOS_00_24,179.710,68.000,179.710,-13.000,47.000,179.710,-45.000,65.000,179.710,37.000,573.000,179.710,16.000,516.000,179.710,65.000,113.000,389.000,-60.000,-,-,-,-,-,-
20/01/2020,20/01/2020,FCR,1,NEGPOS_00_24,100.000,68.000,100.000,-11.000,45.000,100.000,-43.000,65.000,100.000,45.000,573.000,100.000,-66.000,516.000,0.000,166.000,113.000,385.000,-79.000,-,-,-,-,-,-
21/01/2020,21/01/2020,FCR,1,NEGPOS_00_24,111.000,68.000,111.000,1.000,45.000,111.000,-43.000,65.000,111.000,53.000,573.000,111.000,-86.000,516.000,0.000,165.000,113.000,450.000,-79.000,-,-,-,-,-,-
22/01/2020,22/01/2020,FCR,1,NEGPOS_00_24,140.220,68.000,140.220,-4.000,45.000,140.220,-43.000,65.000,140.220,52.000,573.000,140.220,-75.000,516.000,140.220,146.000,113.000,605.000,-71.000,-,-,-,-,-,-
23/01/2020,23/01/2020,FCR,1,NEGPOS_00_24,118.000,68.000,118.000,-14.000,45.000,118.000,-43.000,65.000,118.000,22.000,573.000,118.000,-40.000,516.000,96.000,154.000,113.000,381.000,-79.000,-,-,-,-,-,-
24/01/2020,24/01/2020,FCR,1,NEGPOS_00_24,109.300,68.000,109.300,-4.000,45.000,109.300,-43.000,65.000,109.300,49.000,573.000,109.300,-63.000,516.000,109.300,143.000,113.000,474.000,-79.000,-,-,-,-,-,-
25/01/2020,25/01/2020,FCR,1,NEGPOS_00_24,98.880,68.000,98.880,-17.000,45.000,98.880,-43.000,65.000,98.880,32.000,573.000,98.880,-47.000,516.000,96.000,154.000,113.000,499.000,-79.000,-,-,-,-,-,-
26/01/2020,26/01/2020,FCR,1,NEGPOS_00_24,100.000,68.000,100.000,-18.000,45.000,100.000,-43.000,65.000,100.000,29.000,573.000,100.000,-30.000,516.000,100.000,141.000,113.000,512.000,-79.000,-,-,-,-,-,-
27/01/2020,27/01/2020,FCR,1,NEGPOS_00_24,135.000,68.000,135.000,6.000,45.000,135.000,-43.000,65.000,135.000,77.000,573.000,135.000,-32.000,516.000,135.000,83.000,113.000,539.000,-79.000,-,-,-,-,-,-
28/01/2020,28/01/2020,FCR,1,NEGPOS_00_24,115.000,68.000,115.000,3.000,45.000,115.000,-43.000,65.000,115.000,74.000,573.000,115.000,-70.000,516.000,115.000,94.000,113.000,510.000,-58.000,-,-,-,-,-,-
29/01/2020,29/01/2020,FCR,1,NEGPOS_00_24,108.000,68.000,108.000,-9.000,45.000,108.000,-43.000,65.000,108.000,83.000,573.000,108.000,-61.000,516.000,108.000,90.000,113.000,345.000,-60.000,-,-,-,-,-,-
30/01/2020,30/01/2020,FCR,1,NEGPOS_00_24,105.150,68.000,105.150,-2.000,45.000,105.150,-43.000,65.000,105.150,84.000,573.000,105.150,-95.000,516.000,105.150,125.000,113.000,405.000,-69.000,-,-,-,-,-,-
31/01/2020,31/01/2020,FCR,1,NEGPOS_00_24,120.000,68.000,120.000,-7.000,45.000,120.000,-43.000,65.000,120.000,84.000,573.000,120.000,-87.000,516.000,120.000,122.000,113.000,375.000,-69.000,-,-,-,-,-,-
01/02/2020,01/02/2020,FCR,1,NEGPOS_00_24,179.000,68.000,179.000,-4.000,45.000,179.000,-34.000,65.000,179.000,90.000,573.000,179.000,-96.000,516.000,179.000,123.000,113.000,179.000,-79.000,-,-,-,-,-,-
02/02/2020,02/02/2020,FCR,1,NEGPOS_00_24,189.200,68.000,189.200,-4.000,45.000,189.200,-43.000,65.000,189.200,91.000,573.000,189.200,-104.000,516.000,189.200,116.000,113.000,475.840,-56.000,-,-,-,-,-,-
03/02/2020,03/02/2020,FCR,1,NEGPOS_00_24,166.680,68.000,166.680,-14.000,45.000,166.680,-43.000,65.000,166.680,78.000,573.000,166.680,8.000,516.000,166.680,49.000,113.000,166.680,-76.000,-,-,-,-,-,-
04/02/2020,04/02/2020,FCR,1,NEGPOS_00_24,175.000,68.000,175.000,-24.000,45.000,175.000,-43.000,65.000,175.000,88.000,573.000,175.000,18.000,516.000,175.000,37.000,113.000,175.000,-76.000,-,-,-,-,-,-
05/02/2020,05/02/2020,FCR,1,NEGPOS_00_24,150.000,68.000,150.000,-35.000,45.000,150.000,-43.000,65.000,144.000,97.000,573.000,150.000,-14.000,516.000,150.000,69.000,113.000,150.000,-74.000,-,-,-,-,-,-
06/02/2020,06/02/2020,FCR,1,NEGPOS_00_24,135.000,68.000,135.000,-31.000,45.000,135.000,-43.000,65.000,135.000,75.000,573.000,135.000,-13.000,516.000,135.000,86.000,113.000,135.000,-74.000,-,-,-,-,-,-
07/02/2020,07/02/2020,FCR,1,NEGPOS_00_24,145.000,68.000,145.000,-28.000,45.000,145.000,-43.000,65.000,145.000,80.000,573.000,145.000,-24.000,516.000,145.000,89.000,113.000,145.000,-74.000,-,-,-,-,-,-
08/02/2020,08/02/2020,FCR,1,NEGPOS_00_24,170.400,68.000,170.400,-44.000,45.000,170.400,-43.000,65.000,170.400,86.000,573.000,170.400,65.000,516.000,170.400,8.000,113.000,170.400,-72.000,-,-,-,-,-,-
09/02/2020,09/02/2020,FCR,1,NEGPOS_00_24,277.870,68.000,277.870,-43.000,45.000,277.870,-38.000,65.000,277.870,90.000,573.000,277.870,-31.000,516.000,277.870,94.000,113.000,277.870,-72.000,-,-,-,-,-,-
10/02/2020,10/02/2020,FCR,1,NEGPOS_00_24,303.870,68.000,303.870,-20.000,45.000,303.870,-43.000,65.000,303.870,94.000,573.000,303.870,13.000,516.000,303.870,17.000,113.000,479.000,-61.000,-,-,-,-,-,-
11/02/2020,11/02/2020,FCR,1,NEGPOS_00_24,296.920,68.000,296.920,-28.000,45.000,296.920,-43.000,65.000,296.920,93.000,573.000,296.920,52.000,516.000,296.920,-10.000,113.000,462.000,-64.000,-,-,-,-,-,-
12/02/2020,12/02/2020,FCR,1,NEGPOS_00_24,195.000,68.000,195.000,0.000,45.000,195.000,-43.000,65.000,180.000,92.000,573.000,195.000,-81.000,516.000,195.000,104.000,113.000,391.000,-72.000,-,-,-,-,-,-
13/02/2020,13/02/2020,FCR,1,NEGPOS_00_24,155.450,68.000,155.450,7.000,45.000,155.450,-43.000,65.000,155.450,66.000,573.000,155.450,-2.000,516.000,155.450,44.000,113.000,455.000,-72.000,-,-,-,-,-,-
14/02/2020,14/02/2020,FCR,1,NEGPOS_00_24,111.000,68.000,111.000,-30.000,45.000,111.000,-43.000,65.000,111.000,59.000,573.000,111.000,-44.000,516.000,111.000,130.000,113.000,430.000,-72.000,-,-,-,-,-,-
15/02/2020,15/02/2020,FCR,1,NEGPOS_00_24,149.820,68.000,149.820,-10.000,45.000,149.820,-43.000,65.000,149.820,66.000,573.000,149.820,-109.000,516.000,96.000,154.000,113.000,409.820,-58.000,-,-,-,-,-,-
16/02/2020,16/02/2020,FCR,1,NEGPOS_00_24,210.750,68.000,210.750,-10.000,45.000,210.750,-43.000,65.000,210.750,63.000,573.000,210.750,-102.000,516.000,96.000,153.000,113.000,648.940,-61.000,-,-,-,-,-,-
17/02/2020,17/02/2020,FCR,1,NEGPOS_00_24,162.660,68.000,162.660,4.000,43.000,162.660,-43.000,65.000,162.660,75.000,573.000,162.660,-113.000,516.000,74.780,151.000,113.000,162.660,-74.000,-,-,-,-,-,-
18/02/2020,18/02/2020,FCR,1,NEGPOS_00_24,153.900,68.000,153.900,-11.000,43.000,153.900,-43.000,65.000,153.900,71.000,573.000,153.900,-96.000,516.000,74.780,153.000,113.000,153.900,-74.000,-,-,-,-,-,-
19/02/2020,19/02/2020,FCR,1,NEGPOS_00_24,113.390,68.000,113.390,-6.000,43.000,113.390,-43.000,65.000,113.390,61.000,573.000,113.390,-90.000,516.000,110.110,153.000,113.000,350.000,-75.000,-,-,-,-,-,-
20/02/2020,20/02/2020,FCR,1,NEGPOS_00_24,116.760,68.000,116.760,6.000,43.000,116.760,-43.000,65.000,116.760,56.000,573.000,116.760,-75.000,516.000,116.760,130.000,113.000,340.000,-74.000,-,-,-,-,-,-
21/02/2020,21/02/2020,FCR,1,NEGPOS_00_24,151.790,68.000,151.790,36.000,43.000,151.790,-43.000,65.000,151.790,70.000,573.000,151.790,-108.000,516.000,151.790,116.000,113.000,310.000,-71.000,-,-,-,-,-,-
22/02/2020,22/02/2020,FCR,1,NEGPOS_00_24,160.000,68.000,160.000,5.000,43.000,160.000,-43.000,65.000,160.000,65.000,573.000,160.000,-108.000,516.000,139.500,154.000,113.000,274.000,-73.000,-,-,-,-,-,-
23/02/2020,23/02/2020,FCR,1,NEGPOS_00_24,180.000,68.000,180.000,-5.000,43.000,180.000,-43.000,65.000,180.000,63.000,573.000,180.000,-96.000,516.000,140.260,154.000,113.000,333.000,-73.000,-,-,-,-,-,-
24/02/2020,24/02/2020,FCR,1,NEGPOS_00_24,120.000,68.000,120.000,-22.000,45.000,120.000,-43.000,65.000,120.000,46.000,573.000,120.000,-62.000,516.000,96.000,154.000,113.000,263.000,-73.000,-,-,-,-,-,-
25/02/2020,25/02/2020,FCR,1,NEGPOS_00_24,123.240,68.000,123.240,-4.000,45.000,123.240,-43.000,65.000,123.240,49.000,573.000,123.240,-83.000,516.000,96.000,154.000,113.000,242.000,-73.000,-,-,-,-,-,-
26/02/2020,26/02/2020,FCR,1,NEGPOS_00_24,118.000,68.000,118.000,18.000,45.000,118.000,-43.000,65.000,118.000,58.000,573.000,118.000,-34.000,516.000,118.000,80.000,113.000,275.000,-73.000,-,-,-,-,-,-
27/02/2020,27/02/2020,FCR,1,NEGPOS_00_24,94.000,68.000,94.000,-10.000,45.000,94.000,-43.000,65.000,94.000,-5.000,573.000,94.000,49.000,516.000,94.000,85.000,113.000,284.000,-76.000,-,-,-,-,-,-
28/02/2020,28/02/2020,FCR,1,NEGPOS_00_24,95.820,68.000,95.820,-4.000,45.000,95.820,-43.000,65.000,95.820,58.000,573.000,95.820,-82.000,516.000,71.500,144.000,113.000,253.000,-73.000,-,-,-,-,-,-
29/02/2020,29/02/2020,FCR,1,NEGPOS_00_24,170.000,68.000,170.000,-11.000,45.000,170.000,-43.000,65.000,170.000,62.000,573.000,170.000,-80.000,516.000,96.000,151.000,113.000,170.000,-79.000,-,-,-,-,-,-
01/03/2020,01/03/2020,FCR,1,NEGPOS_00_24,235.000,68.000,235.000,-11.000,45.000,235.000,-43.000,65.000,235.000,64.000,573.000,235.000,-91.000,516.000,96.000,154.000,113.000,300.000,-73.000,-,-,-,-,-,-
02/03/2020,02/03/2020,FCR,1,NEGPOS_00_24,119.000,68.000,119.000,-12.000,54.000,119.000,-43.000,65.000,119.000,45.000,573.000,119.000,-71.000,516.000,77.430,154.000,113.000,119.000,-73.000,-,-,-,-,-,-
03/03/2020,03/03/2020,FCR,1,NEGPOS_00_24,109.000,68.000,109.000,7.000,54.000,109.000,-43.000,65.000,109.000,45.000,573.000,109.000,-88.000,516.000,78.660,154.000,113.000,109.000,-75.000,-,-,-,-,-,-
04/03/2020,04/03/2020,FCR,1,NEGPOS_00_24,142.140,68.000,142.140,8.000,54.000,142.140,-43.000,65.000,142.140,33.000,573.000,142.140,7.000,516.000,142.140,72.000,113.000,171.000,-77.000,-,-,-,-,-,-
05/03/2020,05/03/2020,FCR,1,NEGPOS_00_24,150.000,68.000,150.000,24.000,54.000,150.000,-54.000,65.000,150.000,55.000,573.000,150.000,24.000,516.000,150.000,21.000,113.000,150.000,-70.000,-,-,-,-,-,-
06/03/2020,06/03/2020,FCR,1,NEGPOS_00_24,120.000,68.000,120.000,7.000,54.000,120.000,-43.000,65.000,120.000,40.000,573.000,120.000,-36.000,516.000,120.000,102.000,113.000,120.000,-70.000,-,-,-,-,-,-
07/03/2020,07/03/2020,FCR,1,NEGPOS_00_24,149.000,68.000,149.000,-1.000,54.000,149.000,-39.000,65.000,149.000,46.000,573.000,149.000,-38.000,516.000,149.000,102.000,113.000,149.000,-70.000,-,-,-,-,-,-
08/03/2020,08/03/2020,FCR,1,NEGPOS_00_24,235.000,68.000,235.000,-7.000,54.000,235.000,-39.000,65.000,235.000,50.000,573.000,235.000,-36.000,516.000,235.000,102.000,113.000,235.000,-70.000,-,-,-,-,-,-
09/03/2020,09/03/2020,FCR,1,NEGPOS_00_24,120.000,68.000,120.000,6.000,54.000,120.000,-39.000,65.000,120.000,47.000,573.000,120.000,-98.000,516.000,86.430,154.000,113.000,120.000,-70.000,-,-,-,-,-,-
10/03/2020,10/03/2020,FCR,1,NEGPOS_00_24,163.000,68.000,163.000,16.000,54.000,163.000,-54.000,65.000,163.000,57.000,573.000,163.000,-103.000,516.000,86.430,154.000,113.000,163.000,-70.000,-,-,-,-,-,-
11/03/2020,11/03/2020,FCR,1,NEGPOS_00_24,211.780,68.000,211.780,44.000,54.000,211.780,-39.000,65.000,211.780,65.000,573.000,211.780,-26.000,516.000,211.780,26.000,113.000,211.780,-70.000,-,-,-,-,-,-
12/03/2020,12/03/2020,FCR,1,NEGPOS_00_24,235.000,68.000,235.000,10.000,54.000,235.000,-39.000,65.000,235.000,66.000,573.000,235.000,-35.000,516.000,235.000,66.000,113.000,341.000,-68.000,-,-,-,-,-,-
13/03/2020,13/03/2020,FCR,1,NEGPOS_00_24,218.260,68.000,218.260,-5.000,54.000,218.260,-39.000,65.000,218.260,60.000,573.000,218.260,-66.000,516.000,218.260,121.000,113.000,218.260,-71.000,-,-,-,-,-,-
14/03/2020,14/03/2020,FCR,1,NEGPOS_00_24,170.000,68.000,170.000,37.000,54.000,170.000,-39.000,65.000,170.000,46.000,573.000,170.000,8.000,516.000,170.000,22.000,113.000,170.000,-70.000,-,-,-,-,-,-
15/03/2020,15/03/2020,FCR,1,NEGPOS_00_24,262.000,68.000,262.000,-12.000,54.000,262.000,-39.000,65.000,262.000,48.000,573.000,262.000,3.000,516.000,262.000,73.000,113.000,262.000,-73.000,-,-,-,-,-,-
16/03/2020,16/03/2020,FCR,1,NEGPOS_00_24,160.000,68.000,160.000,10.000,39.000,160.000,-37.000,65.000,160.000,61.000,573.000,160.000,-82.000,516.000,160.000,118.000,113.000,160.000,-70.000,-,-,-,-,-,-
17/03/2020,17/03/2020,FCR,1,NEGPOS_00_24,136.800,68.000,136.800,32.000,39.000,136.800,-37.000,65.000,136.800,51.000,573.000,136.800,-72.000,516.000,136.800,97.000,113.000,136.800,-70.000,-,-,-,-,-,-
18/03/2020,18/03/2020,FCR,1,NEGPOS_00_24,117.200,68.000,117.200,-9.000,39.000,117.200,-37.000,65.000,117.200,37.000,573.000,117.200,-63.000,516.000,117.200,142.000,113.000,117.200,-70.000,-,-,-,-,-,-
19/03/2020,19/03/2020,FCR,1,NEGPOS_00_24,115.000,68.000,115.000,-10.000,39.000,115.000,-37.000,65.000,115.000,13.000,573.000,115.000,-48.000,516.000,73.220,152.000,113.000,115.000,-70.000,-,-,-,-,-,-
20/03/2020,20/03/2020,FCR,1,NEGPOS_00_24,110.000,68.000,110.000,17.000,39.000,110.000,-37.000,65.000,110.000,37.000,573.000,110.000,-48.000,516.000,110.000,106.000,113.000,110.000,-70.000,-,-,-,-,-,-
21/03/2020,21/03/2020,FCR,1,NEGPOS_00_24,170.400,68.000,170.400,2.000,39.000,170.400,-37.000,65.000,170.400,5.000,573.000,170.400,-54.000,516.000,72.000,154.000,113.000,170.400,-70.000,-,-,-,-,-,-
22/03/2020,22/03/2020,FCR,1,NEGPOS_00_24,277.180,68.000,277.180,4.000,39.000,277.180,-37.000,65.000,277.180,42.000,573.000,277.180,-91.000,516.000,223.490,152.000,113.000,277.180,-70.000,-,-,-,-,-,-
23/03/2020,23/03/2020,FCR,1,NEGPOS_00_24,120.000,68.000,120.000,-5.000,39.000,120.000,-37.000,65.000,120.000,50.000,573.000,120.000,-91.000,516.000,72.000,153.000,113.000,120.000,-70.000,-,-,-,-,-,-
24/03/2020,24/03/2020,FCR,1,NEGPOS_00_24,101.280,68.000,101.280,12.000,39.000,101.280,-37.000,65.000,101.280,45.000,573.000,101.280,-104.000,516.000,72.000,154.000,113.000,101.280,-70.000,-,-,-,-,-,-
25/03/2020,25/03/2020,FCR,1,NEGPOS_00_24,117.000,68.000,117.000,18.000,39.000,117.000,-37.000,65.000,117.000,48.000,573.000,117.000,-110.000,516.000,72.000,151.000,113.000,117.000,-70.000,-,-,-,-,-,-
26/03/2020,26/03/2020,FCR,1,NEGPOS_00_24,107.000,68.000,107.000,16.000,39.000,107.000,-37.000,65.000,107.000,53.000,573.000,107.000,-112.000,516.000,72.000,150.000,113.000,246.000,-70.000,-,-,-,-,-,-
27/03/2020,27/03/2020,FCR,1,NEGPOS_00_24,100.000,68.000,100.000,9.000,39.000,100.000,-37.000,65.000,100.000,50.000,573.000,100.000,-90.000,516.000,100.000,145.000,113.000,235.000,-77.000,-,-,-,-,-,-
28/03/2020,28/03/2020,FCR,1,NEGPOS_00_24,103.200,68.000,103.200,-11.000,39.000,103.200,-37.000,65.000,103.200,27.000,573.000,103.200,-78.000,516.000,102.120,154.000,113.000,233.700,-55.000,-,-,-,-,-,-
29/03/2020,29/03/2020,FCR,1,NEGPOS_00_24,140.000,68.000,140.000,-11.000,39.000,140.000,-37.000,65.000,140.000,25.000,573.000,140.000,-61.000,516.000,111.850,154.000,113.000,140.000,-70.000,-,-,-,-,-,-
30/03/2020,30/03/2020,FCR,1,NEGPOS_00_24,144.000,68.000,144.000,1.000,39.000,144.000,-37.000,65.000,144.000,9.000,573.000,144.000,19.000,516.000,144.000,78.000,113.000,190.000,-70.000,-,-,-,-,-,-
31/03/2020,31/03/2020,FCR,1,NEGPOS_00_24,120.310,68.000,120.310,35.000,39.000,120.310,-37.000,65.000,120.310,30.000,573.000,120.310,-36.000,516.000,120.310,86.000,113.000,189.000,-70.000,-,-,-,-,-,-
01/04/2020,01/04/2020,FCR,1,NEGPOS_00_24,110.410,68.000,110.410,5.000,39.000,110.410,-37.000,65.000,110.410,7.000,573.000,110.410,21.000,516.000,110.410,87.000,113.000,110.410,-78.000,-,-,-,-,-,-
02/04/2020,02/04/2020,FCR,1,NEGPOS_00_24,114.000,68.000,114.000,23.000,39.000,114.000,-37.000,65.000,114.000,33.000,573.000,114.000,-30.000,516.000,114.000,82.000,113.000,114.000,-71.000,-,-,-,-,-,-
03/04/2020,03/04/2020,FCR,1,NEGPOS_00_24,118.960,68.000,118.960,16.000,39.000,118.960,-37.000,65.000,118.960,11.000,573.000,118.960,-26.000,516.000,118.960,108.000,113.000,118.960,-68.000,-,-,-,-,-,-
04/04/2020,04/04/2020,FCR,1,NEGPOS_00_24,110.000,68.000,110.000,7.000,39.000,110.000,-37.000,65.000,110.000,29.000,573.000,110.000,1.000,516.000,110.000,72.000,113.000,110.000,-72.000,-,-,-,-,-,-
05/04/2020,05/04/2020,FCR,1,NEGPOS_00_24,233.580,68.000,233.580,-17.000,39.000,233.580,-37.000,65.000,233.580,10.000,573.000,233.580,-30.000,516.000,163.980,145.000,113.000,233.580,-71.000,-,-,-,-,-,-
06/04/2020,06/04/2020,FCR,1,NEGPOS_00_24,169.630,68.000,169.630,-8.000,39.000,169.630,-37.000,65.000,169.630,33.000,573.000,169.630,-13.000,516.000,169.630,93.000,113.000,169.630,-68.000,-,-,-,-,-,-
07/04/2020,07/04/2020,FCR,1,NEGPOS_00_24,140.000,68.000,140.000,28.000,39.000,140.000,-37.000,65.000,140.000,56.000,573.000,140.000,-5.000,516.000,140.000,26.000,113.000,140.000,-68.000,-,-,-,-,-,-
08/04/2020,08/04/2020,FCR,1,NEGPOS_00_24,125.000,68.000,125.000,1.000,39.000,125.000,-37.000,65.000,125.000,51.000,573.000,125.000,-44.000,516.000,125.000,100.000,113.000,125.000,-69.000,-,-,-,-,-,-
09/04/2020,09/04/2020,FCR,1,NEGPOS_00_24,114.340,68.000,114.340,4.000,39.000,114.340,-37.000,65.000,114.340,16.000,573.000,114.340,-45.000,516.000,114.340,131.000,113.000,114.340,-69.000,-,-,-,-,-,-
10/04/2020,10/04/2020,FCR,1,NEGPOS_00_24,144.000,68.000,144.000,-10.000,39.000,144.000,-37.000,65.000,144.000,27.000,573.000,144.000,-65.000,516.000,113.940,154.000,113.000,144.000,-69.000,-,-,-,-,-,-
11/04/2020,11/04/2020,FCR,1,NEGPOS_00_24,200.000,68.000,200.000,1.000,39.000,200.000,-37.000,65.000,200.000,51.000,573.000,200.000,71.000,516.000,200.000,-14.000,113.000,200.000,-69.000,-,-,-,-,-,-
12/04/2020,12/04/2020,FCR,1,NEGPOS_00_24,276.540,68.000,276.540,-3.000,39.000,276.540,-37.000,65.000,276.540,28.000,573.000,276.540,-23.000,516.000,276.540,94.000,113.000,276.540,-59.000,-,-,-,-,-,-
