DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_DEMAND_[MW],AT_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AT_IMPORT(-)_EXPORT(+)_[MW],BE_DEMAND_[MW],BE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BE_IMPORT(-)_EXPORT(+)_[MW],CH_DEMAND_[MW],CH_SETTLEMENTCAPACITY_PRICE_[EUR/MW],CH_IMPORT(-)_EXPORT(+)_[MW],DE_DEMAND_[MW],DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DE_IMPORT(-)_EXPORT(+)_[MW],FR_DEMAND_[MW],FR_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FR_IMPORT(-)_EXPORT(+)_[MW],NL_DEMAND_[MW],NL_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NL_IMPORT(-)_EXPORT(+)_[MW]
31/10/2019,31/10/2019,FCR,1,NEGPOS_00_24,151.210,66.000,151.210,1.000,41.000,151.210,-37.000,61.000,151.210,57.000,605.000,151.210,-1.000,527.000,151.210,36.000,111.000,403.000,-56.000
01/11/2019,01/11/2019,FCR,1,NEGPOS_00_24,276.000,66.000,276.000,5.000,41.000,276.000,-41.000,61.000,276.000,64.000,605.000,276.000,130.000,527.000,276.000,-105.000,111.000,307.000,-53.000
02/11/2019,02/11/2019,FCR,1,NEGPOS_00_24,144.000,66.000,144.000,-6.000,41.000,144.000,-38.000,61.000,144.000,28.000,605.000,144.000,-23.000,527.000,144.000,92.000,111.000,318.000,-53.000
03/11/2019,03/11/2019,FCR,1,NEGPOS_00_24,244.000,66.000,244.000,0.000,41.000,244.000,-38.000,61.000,244.000,38.000,605.000,244.000,11.000,527.000,244.000,42.000,111.000,278.000,-53.000
04/11/2019,04/11/2019,FCR,1,NEGPOS_00_24,189.000,66.000,189.000,1.000,44.000,189.000,-39.000,61.000,189.000,36.000,605.000,189.000,69.000,527.000,189.000,-14.000,111.000,384.000,-53.000
05/11/2019,05/11/2019,FCR,1,NEGPOS_00_24,147.830,66.000,147.830,1.000,44.000,147.830,-39.000,61.000,147.830,58.000,605.000,147.830,58.000,527.000,147.830,-15.000,111.000,455.000,-63.000
06/11/2019,06/11/2019,FCR,1,NEGPOS_00_24,214.000,66.000,214.000,34.000,44.000,214.000,-42.000,61.000,214.000,83.000,605.000,214.000,30.000,527.000,214.000,-46.000,111.000,429.730,-59.000
07/11/2019,07/11/2019,FCR,1,NEGPOS_00_24,200.000,66.000,200.000,12.000,44.000,200.000,-42.000,61.000,200.000,64.000,605.000,200.000,80.000,527.000,200.000,-57.000,111.000,434.960,-57.000
08/11/2019,08/11/2019,FCR,1,NEGPOS_00_24,150.000,66.000,150.000,8.000,44.000,150.000,-39.000,61.000,150.000,53.000,605.000,150.000,41.000,527.000,150.000,-6.000,111.000,423.560,-57.000
09/11/2019,09/11/2019,FCR,1,NEGPOS_00_24,180.000,66.000,180.000,-6.000,44.000,180.000,-39.000,61.000,180.000,35.000,605.000,180.000,79.000,527.000,180.000,7.000,111.000,501.000,-76.000
10/11/2019,10/11/2019,FCR,1,NEGPOS_00_24,145.000,66.000,145.000,-8.000,44.000,145.000,-42.000,61.000,145.000,34.000,605.000,145.000,37.000,527.000,145.000,48.000,111.000,408.000,-69.000
11/11/2019,11/11/2019,FCR,1,NEGPOS_00_24,172.000,66.000,172.000,10.000,56.000,172.000,-38.000,61.000,172.000,60.000,605.000,172.000,145.000,527.000,172.000,-122.000,111.000,412.000,-55.000
12/11/2019,12/11/2019,FCR,1,NEGPOS_00_24,190.000,66.000,190.000,-1.000,56.000,190.000,-38.000,61.000,190.000,97.000,605.000,190.000,127.000,527.000,190.000,-125.000,111.000,378.000,-60.000
13/11/2019,13/11/2019,FCR,1,NEGPOS_00_24,140.000,66.000,140.000,-7.000,56.000,140.000,-38.000,61.000,140.000,53.000,605.000,140.000,-32.000,527.000,140.000,82.000,111.000,553.660,-58.000
14/11/2019,14/11/2019,FCR,1,NEGPOS_00_24,120.000,66.000,120.000,4.000,56.000,120.000,-38.000,61.000,120.000,36.000,605.000,120.000,-40.000,527.000,120.000,92.000,111.000,571.000,-54.000
15/11/2019,15/11/2019,FCR,1,NEGPOS_00_24,120.000,66.000,120.000,-12.000,56.000,120.000,-38.000,61.000,120.000,40.000,605.000,120.000,-20.000,527.000,120.000,77.000,111.000,470.000,-46.000
16/11/2019,16/11/2019,FCR,1,NEGPOS_00_24,140.000,66.000,140.000,-7.000,56.000,140.000,-40.000,61.000,140.000,60.000,605.000,140.000,22.000,527.000,140.000,26.000,111.000,233.600,-57.000
17/11/2019,17/11/2019,FCR,1,NEGPOS_00_24,170.410,66.000,170.410,-7.000,56.000,170.410,-40.000,61.000,170.410,58.000,605.000,170.410,17.000,527.000,170.410,29.000,111.000,252.880,-57.000
18/11/2019,18/11/2019,FCR,1,NEGPOS_00_24,126.310,66.000,126.310,7.000,56.000,126.310,-42.000,61.000,126.310,10.000,605.000,126.310,-21.000,527.000,126.310,104.000,111.000,419.250,-57.000
19/11/2019,19/11/2019,FCR,1,NEGPOS_00_24,120.000,66.000,120.000,4.000,56.000,120.000,-42.000,61.000,120.000,35.000,605.000,120.000,-50.000,527.000,120.000,113.000,111.000,456.040,-60.000
20/11/2019,20/11/2019,FCR,1,NEGPOS_00_24,100.000,66.000,100.000,1.000,56.000,100.000,-42.000,61.000,100.000,15.000,605.000,100.000,-57.000,527.000,100.000,140.000,111.000,754.100,-57.000
21/11/2019,21/11/2019,FCR,1,NEGPOS_00_24,101.000,66.000,101.000,11.000,56.000,101.000,-42.000,61.000,101.000,37.000,605.000,101.000,-39.000,527.000,101.000,87.000,111.000,825.000,-54.000
22/11/2019,22/11/2019,FCR,1,NEGPOS_00_24,133.330,66.000,133.330,17.000,56.000,133.330,-54.000,61.000,133.330,46.000,605.000,133.330,-26.000,527.000,133.330,71.000,111.000,625.000,-54.000
23/11/2019,23/11/2019,FCR,1,NEGPOS_00_24,204.000,66.000,204.000,7.000,56.000,204.000,-54.000,61.000,204.000,49.000,605.000,204.000,44.000,527.000,204.000,14.000,111.000,469.050,-60.000
24/11/2019,24/11/2019,FCR,1,NEGPOS_00_24,211.180,66.000,211.180,9.000,56.000,211.180,-54.000,61.000,211.180,42.000,605.000,211.180,43.000,527.000,211.180,17.000,111.000,417.910,-57.000
25/11/2019,25/11/2019,FCR,1,NEGPOS_00_24,150.000,66.000,150.000,11.000,55.000,150.000,-55.000,61.000,150.000,46.000,605.000,150.000,-33.000,527.000,150.000,88.000,111.000,490.200,-57.000
26/11/2019,26/11/2019,FCR,1,NEGPOS_00_24,157.000,66.000,157.000,0.000,55.000,157.000,-55.000,61.000,157.000,43.000,605.000,157.000,-21.000,527.000,157.000,91.000,111.000,510.680,-58.000
27/11/2019,27/11/2019,FCR,1,NEGPOS_00_24,200.000,66.000,200.000,12.000,55.000,200.000,-50.000,61.000,200.000,44.000,605.000,200.000,53.000,527.000,200.000,10.000,111.000,401.000,-68.000
28/11/2019,28/11/2019,FCR,1,NEGPOS_00_24,222.900,66.000,222.900,-4.000,55.000,222.900,-50.000,61.000,222.900,76.000,605.000,222.900,-17.000,527.000,222.900,50.000,111.000,314.000,-55.000
29/11/2019,29/11/2019,FCR,1,NEGPOS_00_24,199.000,66.000,199.000,2.000,55.000,199.000,-49.000,61.000,199.000,72.000,605.000,199.000,-2.000,527.000,199.000,45.000,111.000,287.000,-68.000
30/11/2019,30/11/2019,FCR,1,NEGPOS_00_24,210.000,66.000,210.000,6.000,55.000,210.000,-49.000,61.000,210.000,70.000,605.000,210.000,71.000,527.000,210.000,-29.000,111.000,299.000,-68.000
01/12/2019,01/12/2019,FCR,1,NEGPOS_00_24,207.000,66.000,207.000,6.000,55.000,207.000,-49.000,61.000,207.000,66.000,605.000,207.000,74.000,527.000,207.000,-29.000,111.000,299.000,-68.000
02/12/2019,02/12/2019,FCR,1,NEGPOS_00_24,180.000,66.000,180.000,14.000,56.000,180.000,-52.000,61.000,180.000,57.000,605.000,180.000,37.000,527.000,180.000,21.000,111.000,490.170,-76.000
03/12/2019,03/12/2019,FCR,1,NEGPOS_00_24,156.000,66.000,156.000,14.000,56.000,156.000,-52.000,61.000,156.000,60.000,605.000,156.000,29.000,527.000,156.000,17.000,111.000,527.620,-68.000
04/12/2019,04/12/2019,FCR,1,NEGPOS_00_24,122.140,66.000,122.140,2.000,56.000,122.140,-52.000,61.000,122.140,31.000,605.000,122.140,-49.000,527.000,122.140,138.000,111.000,772.000,-68.000
05/12/2019,05/12/2019,FCR,1,NEGPOS_00_24,148.000,66.000,148.000,15.000,56.000,148.000,-52.000,61.000,148.000,58.000,605.000,148.000,-83.000,527.000,148.000,137.000,111.000,340.000,-75.000
06/12/2019,06/12/2019,FCR,1,NEGPOS_00_24,162.760,66.000,162.760,8.000,56.000,162.760,-52.000,61.000,162.760,93.000,605.000,162.760,-69.000,527.000,162.760,91.000,111.000,302.000,-71.000
07/12/2019,07/12/2019,FCR,1,NEGPOS_00_24,190.170,66.000,190.170,-6.000,56.000,190.170,-52.000,61.000,190.170,63.000,605.000,190.170,-102.000,527.000,190.170,151.000,111.000,328.000,-54.000
08/12/2019,08/12/2019,FCR,1,NEGPOS_00_24,228.000,66.000,228.000,-9.000,56.000,228.000,-52.000,61.000,228.000,65.000,605.000,228.000,-108.000,527.000,200.220,158.000,111.000,321.450,-54.000
09/12/2019,09/12/2019,FCR,1,NEGPOS_00_24,279.000,66.000,279.000,11.000,56.000,279.000,-52.000,61.000,279.000,63.000,605.000,279.000,4.000,527.000,279.000,31.000,111.000,408.800,-57.000
10/12/2019,10/12/2019,FCR,1,NEGPOS_00_24,245.760,66.000,245.760,-2.000,56.000,245.760,-52.000,61.000,245.760,52.000,605.000,245.760,80.000,527.000,245.760,-20.000,111.000,362.500,-58.000
11/12/2019,11/12/2019,FCR,1,NEGPOS_00_24,224.880,66.000,224.880,17.000,56.000,224.880,-52.000,61.000,224.880,58.000,605.000,224.880,12.000,527.000,224.880,20.000,111.000,472.610,-55.000
12/12/2019,12/12/2019,FCR,1,NEGPOS_00_24,150.000,66.000,150.000,2.000,56.000,150.000,-52.000,61.000,150.000,53.000,605.000,150.000,-60.000,527.000,150.000,113.000,111.000,431.890,-56.000
13/12/2019,13/12/2019,FCR,1,NEGPOS_00_24,171.930,66.000,171.930,9.000,56.000,171.930,-52.000,61.000,171.930,46.000,605.000,171.930,-15.000,527.000,171.930,71.000,111.000,424.170,-55.000
14/12/2019,14/12/2019,FCR,1,NEGPOS_00_24,235.000,66.000,235.000,-2.000,56.000,235.000,-52.000,61.000,235.000,57.000,605.000,235.000,-69.000,527.000,235.000,121.000,111.000,364.830,-55.000
15/12/2019,15/12/2019,FCR,1,NEGPOS_00_24,235.000,66.000,235.000,-8.000,56.000,235.000,-52.000,61.000,235.000,57.000,605.000,235.000,-63.000,527.000,235.000,121.000,111.000,359.870,-55.000
16/12/2019,16/12/2019,FCR,1,NEGPOS_00_24,166.630,66.000,166.630,-5.000,50.000,166.630,-50.000,61.000,166.630,45.000,605.000,166.630,-32.000,527.000,166.630,97.000,111.000,490.000,-55.000
17/12/2019,17/12/2019,FCR,1,NEGPOS_00_24,144.960,66.000,144.960,-2.000,50.000,144.960,-50.000,61.000,144.960,54.000,605.000,144.960,-31.000,527.000,144.960,84.000,111.000,499.000,-55.000
18/12/2019,18/12/2019,FCR,1,NEGPOS_00_24,155.000,66.000,155.000,10.000,50.000,155.000,-50.000,61.000,155.000,50.000,605.000,155.000,30.000,527.000,155.000,16.000,111.000,484.000,-55.000
19/12/2019,19/12/2019,FCR,1,NEGPOS_00_24,185.830,66.000,185.830,10.000,50.000,185.830,-50.000,61.000,185.830,48.000,605.000,185.830,7.000,527.000,185.830,42.000,111.000,415.000,-57.000
20/12/2019,20/12/2019,FCR,1,NEGPOS_00_24,159.000,66.000,159.000,2.000,50.000,159.000,-50.000,61.000,159.000,23.000,605.000,159.000,0.000,527.000,159.000,82.000,111.000,416.000,-57.000
21/12/2019,21/12/2019,FCR,1,NEGPOS_00_24,130.000,66.000,130.000,-12.000,50.000,130.000,-50.000,61.000,130.000,22.000,605.000,130.000,-53.000,527.000,99.150,147.000,111.000,438.320,-54.000
22/12/2019,22/12/2019,FCR,1,NEGPOS_00_24,130.000,66.000,130.000,-12.000,50.000,130.000,-50.000,61.000,130.000,23.000,605.000,130.000,-62.000,527.000,106.060,158.000,111.000,820.990,-57.000
23/12/2019,23/12/2019,FCR,1,NEGPOS_00_24,115.000,66.000,115.000,-14.000,54.000,115.000,-45.000,61.000,115.000,28.000,605.000,115.000,-70.000,527.000,106.060,158.000,111.000,874.000,-57.000
24/12/2019,24/12/2019,FCR,1,NEGPOS_00_24,129.000,66.000,129.000,-13.000,54.000,129.000,-45.000,61.000,129.000,34.000,605.000,129.000,-76.000,527.000,106.060,157.000,111.000,998.000,-57.000
25/12/2019,25/12/2019,FCR,1,NEGPOS_00_24,173.530,66.000,173.530,-8.000,54.000,173.530,-46.000,61.000,173.530,19.000,605.000,173.530,-32.000,527.000,173.530,143.000,111.000,547.000,-70.000
26/12/2019,26/12/2019,FCR,1,NEGPOS_00_24,150.000,66.000,150.000,-8.000,54.000,150.000,-46.000,61.000,150.000,21.000,605.000,150.000,-3.000,527.000,150.000,106.000,111.000,546.000,-70.000
27/12/2019,27/12/2019,FCR,1,NEGPOS_00_24,147.000,66.000,147.000,-2.000,54.000,147.000,-46.000,61.000,147.000,47.000,605.000,147.000,-32.000,527.000,147.000,104.000,111.000,620.000,-70.000
28/12/2019,28/12/2019,FCR,1,NEGPOS_00_24,140.000,66.000,140.000,-8.000,54.000,140.000,-46.000,61.000,140.000,21.000,605.000,140.000,-8.000,527.000,140.000,111.000,111.000,520.000,-70.000
29/12/2019,29/12/2019,FCR,1,NEGPOS_00_24,154.620,66.000,154.620,-8.000,54.000,154.620,-46.000,61.000,154.620,21.000,605.000,154.620,-18.000,527.000,154.620,121.000,111.000,638.000,-70.000
30/12/2019,30/12/2019,FCR,1,NEGPOS_00_24,235.000,66.000,235.000,-6.000,47.000,235.000,-45.000,61.000,235.000,27.000,605.000,235.000,-22.000,527.000,235.000,123.000,111.000,235.000,-77.000
31/12/2019,31/12/2019,FCR,1,NEGPOS_00_24,233.030,66.000,233.030,-6.000,47.000,233.030,-45.000,61.000,233.030,24.000,605.000,233.030,-11.000,527.000,233.030,121.000,111.000,233.030,-77.000
