Period,Elområde,aFRR Upp Pris (EUR/MW),aFRR Upp Volym (MW),aFRR Ned Pris (EUR/MW),aFRR Ned Volym (MW),Publiceringstidpunkt
15/03/2022 19:00,,20.72,130,20.11,140,10/03/2022 13:01
15/03/2022 20:00,,20.02,130,20.11,140,10/03/2022 13:01
15/03/2022 21:00,,20.02,130,21.08,170,10/03/2022 13:01
15/03/2022 22:00,,20.13,135,21.12,160,10/03/2022 13:01
15/03/2022 23:00,,20.13,135,21.12,160,10/03/2022 13:01
16/03/2022 00:00,,20.15,135,20.36,135,10/03/2022 13:01
16/03/2022 01:00,,0,0,0,0,10/03/2022 13:01
16/03/2022 02:00,,0,0,0,0,10/03/2022 13:01
16/03/2022 03:00,,0,0,0,0,10/03/2022 13:01
16/03/2022 04:00,,0,0,0,0,10/03/2022 13:01
16/03/2022 05:00,,22.01,165,21.59,160,10/03/2022 13:01
16/03/2022 06:00,,21.92,175,21.53,170,10/03/2022 13:01
16/03/2022 07:00,,21.92,175,21.08,170,10/03/2022 13:01
16/03/2022 08:00,,21.92,175,21.08,170,10/03/2022 13:01
16/03/2022 09:00,,20.72,130,20.11,140,10/03/2022 13:01
16/03/2022 10:00,,20.72,130,20.11,140,10/03/2022 13:01
16/03/2022 11:00,,20.72,130,19.93,140,10/03/2022 13:01
16/03/2022 12:00,,20.72,130,19.93,140,10/03/2022 13:01
16/03/2022 13:00,,20.72,130,19.93,140,10/03/2022 13:01
16/03/2022 14:00,,20.72,130,20.11,140,10/03/2022 13:01
16/03/2022 15:00,,20.72,130,20.11,140,10/03/2022 13:01
16/03/2022 16:00,,20.72,130,20.11,140,10/03/2022 13:01
16/03/2022 17:00,,21.31,135,20.34,135,10/03/2022 13:01
16/03/2022 18:00,,21.31,135,20.34,135,10/03/2022 13:01
16/03/2022 19:00,,21.31,135,20.34,135,10/03/2022 13:01
16/03/2022 20:00,,20.52,135,20.34,135,10/03/2022 13:01
16/03/2022 21:00,,20.52,135,21.12,160,10/03/2022 13:01
16/03/2022 22:00,,20.13,135,21.12,160,10/03/2022 13:01
16/03/2022 23:00,,20.13,135,21.12,160,10/03/2022 13:01
17/03/2022 00:00,,20.15,135,20.36,135,10/03/2022 13:01
17/03/2022 01:00,,0,0,0,0,10/03/2022 13:01
17/03/2022 02:00,,0,0,0,0,10/03/2022 13:01
17/03/2022 03:00,,0,0,0,0,10/03/2022 13:01
17/03/2022 04:00,,0,0,0,0,10/03/2022 13:01
17/03/2022 05:00,,22.01,165,21.59,160,10/03/2022 13:01
17/03/2022 06:00,,22.01,165,21.59,160,10/03/2022 13:01
17/03/2022 07:00,,22.01,165,21.12,160,10/03/2022 13:01
17/03/2022 08:00,,22.01,165,21.12,160,10/03/2022 13:01
17/03/2022 09:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 10:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 11:00,,21.31,135,19.88,130,10/03/2022 13:01
17/03/2022 12:00,,21.31,135,19.88,130,10/03/2022 13:01
17/03/2022 13:00,,21.31,135,19.88,130,10/03/2022 13:01
17/03/2022 14:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 15:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 16:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 17:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 18:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 19:00,,21.31,135,20.34,135,10/03/2022 13:01
17/03/2022 20:00,,20.52,135,20.34,135,10/03/2022 13:01
17/03/2022 21:00,,20.52,135,21.12,160,10/03/2022 13:01
17/03/2022 22:00,,20.13,135,21.12,160,10/03/2022 13:01
17/03/2022 23:00,,20.13,135,21.12,160,10/03/2022 13:01
18/03/2022 00:00,,20.15,135,20.36,135,10/03/2022 13:01
18/03/2022 01:00,,0,0,0,0,10/03/2022 13:01
18/03/2022 02:00,,0,0,0,0,10/03/2022 13:01
18/03/2022 03:00,,0,0,0,0,10/03/2022 13:01
18/03/2022 04:00,,0,0,0,0,10/03/2022 13:01
18/03/2022 05:00,,22.01,165,21.59,160,10/03/2022 13:01
18/03/2022 06:00,,22.01,165,21.59,160,10/03/2022 13:01
18/03/2022 07:00,,22.01,165,21.12,160,10/03/2022 13:01
18/03/2022 08:00,,22.01,165,21.12,160,10/03/2022 13:01
18/03/2022 09:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 10:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 11:00,,21.31,135,19.88,130,10/03/2022 13:01
18/03/2022 12:00,,21.31,135,19.88,130,10/03/2022 13:01
18/03/2022 13:00,,21.31,135,19.88,130,10/03/2022 13:01
18/03/2022 14:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 15:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 16:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 17:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 18:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 19:00,,21.31,135,20.34,135,10/03/2022 13:01
18/03/2022 20:00,,20.52,135,20.34,135,10/03/2022 13:01
18/03/2022 21:00,,20.52,135,21.12,160,10/03/2022 13:01
18/03/2022 22:00,,20.13,135,21.12,160,10/03/2022 13:01
18/03/2022 23:00,,20.13,135,21.12,160,10/03/2022 13:01
19/03/2022 00:00,,21.41,140,19.98,140,17/03/2022 13:00
19/03/2022 01:00,,0,0,0,0,17/03/2022 13:00
19/03/2022 02:00,,0,0,0,0,17/03/2022 13:00
19/03/2022 03:00,,0,0,0,0,17/03/2022 13:00
19/03/2022 04:00,,0,0,0,0,17/03/2022 13:00
19/03/2022 05:00,,22.17,140,19.96,140,17/03/2022 13:00
19/03/2022 06:00,,22.17,140,19.96,140,17/03/2022 13:00
19/03/2022 07:00,,22.17,140,19.96,140,17/03/2022 13:00
19/03/2022 08:00,,22.17,140,19.74,140,17/03/2022 13:00
19/03/2022 09:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 10:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 11:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 12:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 13:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 14:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 15:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 16:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 17:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 18:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 19:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 20:00,,22.01,140,19.74,140,17/03/2022 13:00
19/03/2022 21:00,,22.11,140,19.85,140,17/03/2022 13:00
19/03/2022 22:00,,22.11,140,19.85,140,17/03/2022 13:00
19/03/2022 23:00,,22.11,140,19.85,140,17/03/2022 13:00
20/03/2022 00:00,,21.41,140,19.98,140,17/03/2022 13:00
20/03/2022 01:00,,0,0,0,0,17/03/2022 13:00
20/03/2022 02:00,,0,0,0,0,17/03/2022 13:00
20/03/2022 03:00,,0,0,0,0,17/03/2022 13:00
20/03/2022 04:00,,0,0,0,0,17/03/2022 13:00
20/03/2022 05:00,,22.17,140,20.06,140,17/03/2022 13:00
20/03/2022 06:00,,22.17,140,20.06,140,17/03/2022 13:00
20/03/2022 07:00,,22.17,140,19.74,140,17/03/2022 13:00
20/03/2022 08:00,,22.17,140,19.74,140,17/03/2022 13:00
20/03/2022 09:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 10:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 11:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 12:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 13:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 14:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 15:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 16:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 17:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 18:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 19:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 20:00,,22.01,140,19.74,140,17/03/2022 13:00
20/03/2022 21:00,,22.11,140,19.85,140,17/03/2022 13:00
20/03/2022 22:00,,22.11,140,19.85,140,17/03/2022 13:00
20/03/2022 23:00,,22.11,140,19.85,140,17/03/2022 13:00
21/03/2022 00:00,,21.52,140,20.13,140,17/03/2022 13:00
21/03/2022 01:00,,0,0,0,0,17/03/2022 13:00
21/03/2022 02:00,,0,0,0,0,17/03/2022 13:00
21/03/2022 03:00,,0,0,0,0,17/03/2022 13:00
21/03/2022 04:00,,0,0,0,0,17/03/2022 13:00
21/03/2022 05:00,,22.5,175,20.66,170,17/03/2022 13:00
21/03/2022 06:00,,22.5,175,20.66,170,17/03/2022 13:00
21/03/2022 07:00,,22.39,175,20.48,170,17/03/2022 13:00
21/03/2022 08:00,,22.39,175,20.07,175,17/03/2022 13:00
21/03/2022 09:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 10:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 11:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 12:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 13:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 14:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 15:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 16:00,,21.79,140,19.31,135,17/03/2022 13:00
21/03/2022 17:00,,21.84,140,19.89,140,17/03/2022 13:00
21/03/2022 18:00,,21.84,140,19.89,140,17/03/2022 13:00
21/03/2022 19:00,,21.84,140,19.89,140,17/03/2022 13:00
21/03/2022 20:00,,21.84,140,19.89,140,17/03/2022 13:00
21/03/2022 21:00,,21.99,140,20.66,170,17/03/2022 13:00
21/03/2022 22:00,,21.99,140,20.66,170,17/03/2022 13:00
21/03/2022 23:00,,21.99,140,20.66,170,17/03/2022 13:00
22/03/2022 00:00,,21.52,140,20.13,140,17/03/2022 13:01
22/03/2022 01:00,,0,0,0,0,17/03/2022 13:01
22/03/2022 02:00,,0,0,0,0,17/03/2022 13:01
22/03/2022 03:00,,0,0,0,0,17/03/2022 13:01
22/03/2022 04:00,,0,0,0,0,17/03/2022 13:01
22/03/2022 05:00,,22.02,175,20.37,170,17/03/2022 13:01
22/03/2022 06:00,,22.02,175,20.37,170,17/03/2022 13:01
22/03/2022 07:00,,21.93,175,20.25,170,17/03/2022 13:01
22/03/2022 08:00,,21.93,175,20.25,170,17/03/2022 13:01
22/03/2022 09:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 10:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 11:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 12:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 13:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 14:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 15:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 16:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 17:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 18:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 19:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 20:00,,22.13,140,19.6,140,17/03/2022 13:01
22/03/2022 21:00,,22.24,140,20.37,170,17/03/2022 13:01
22/03/2022 22:00,,22.24,140,20.37,170,17/03/2022 13:01
22/03/2022 23:00,,22.24,140,20.37,170,17/03/2022 13:01
23/03/2022 00:00,,21.52,140,19.53,135,17/03/2022 13:01
23/03/2022 01:00,,0,0,0,0,17/03/2022 13:01
23/03/2022 02:00,,0,0,0,0,17/03/2022 13:01
23/03/2022 03:00,,0,0,0,0,17/03/2022 13:01
23/03/2022 04:00,,0,0,0,0,17/03/2022 13:01
23/03/2022 05:00,,22.02,175,20.37,170,17/03/2022 13:01
23/03/2022 06:00,,22.02,175,20.37,170,17/03/2022 13:01
23/03/2022 07:00,,21.93,175,20.25,170,17/03/2022 13:01
23/03/2022 08:00,,21.93,175,20.25,170,17/03/2022 13:01
23/03/2022 09:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 10:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 11:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 12:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 13:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 14:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 15:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 16:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 17:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 18:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 19:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 20:00,,22.13,140,19.6,140,17/03/2022 13:01
23/03/2022 21:00,,22.24,140,20.5,160,17/03/2022 13:01
23/03/2022 22:00,,22.24,140,20.5,160,17/03/2022 13:01
23/03/2022 23:00,,22.24,140,20.5,160,17/03/2022 13:01
24/03/2022 00:00,,21.52,140,20.13,140,17/03/2022 13:01
24/03/2022 01:00,,0,0,0,0,17/03/2022 13:01
24/03/2022 02:00,,0,0,0,0,17/03/2022 13:01
24/03/2022 03:00,,0,0,0,0,17/03/2022 13:01
24/03/2022 04:00,,0,0,0,0,17/03/2022 13:01
24/03/2022 05:00,,22.48,170,20.5,160,17/03/2022 13:01
24/03/2022 06:00,,22.48,170,20.5,160,17/03/2022 13:01
24/03/2022 07:00,,22.39,170,20.37,160,17/03/2022 13:01
24/03/2022 08:00,,22.39,170,20.37,160,17/03/2022 13:01
24/03/2022 09:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 10:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 11:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 12:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 13:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 14:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 15:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 16:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 17:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 18:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 19:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 20:00,,22.13,140,19.6,140,17/03/2022 13:01
24/03/2022 21:00,,22.24,140,20.5,160,17/03/2022 13:01
24/03/2022 22:00,,22.24,140,20.5,160,17/03/2022 13:01
24/03/2022 23:00,,22.24,140,20.5,160,17/03/2022 13:01
25/03/2022 00:00,,21.52,140,20.13,140,17/03/2022 13:01
25/03/2022 01:00,,0,0,0,0,17/03/2022 13:01
25/03/2022 02:00,,0,0,0,0,17/03/2022 13:01
25/03/2022 03:00,,0,0,0,0,17/03/2022 13:01
25/03/2022 04:00,,0,0,0,0,17/03/2022 13:01
25/03/2022 05:00,,22.48,170,20.5,160,17/03/2022 13:01
25/03/2022 06:00,,22.48,170,20.5,160,17/03/2022 13:01
25/03/2022 07:00,,22.39,170,20.37,160,17/03/2022 13:01
25/03/2022 08:00,,22.39,170,20.37,160,17/03/2022 13:01
25/03/2022 09:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 10:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 11:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 12:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 13:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 14:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 15:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 16:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 17:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 18:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 19:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 20:00,,22.13,140,19.6,140,17/03/2022 13:01
25/03/2022 21:00,,22.24,140,20.5,160,17/03/2022 13:01
25/03/2022 22:00,,22.24,140,20.5,160,17/03/2022 13:01
25/03/2022 23:00,,22.24,140,20.5,160,17/03/2022 13:01
26/03/2022 00:00,,27.39,140,29.52,110,24/03/2022 13:00
26/03/2022 01:00,,0,0,0,0,24/03/2022 13:00
26/03/2022 02:00,,0,0,0,0,24/03/2022 13:00
26/03/2022 03:00,,0,0,0,0,24/03/2022 13:00
26/03/2022 04:00,,0,0,0,0,24/03/2022 13:00
26/03/2022 05:00,,25.76,140,26.29,120,24/03/2022 13:00
26/03/2022 06:00,,25.76,140,26.29,120,24/03/2022 13:00
26/03/2022 07:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 08:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 09:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 10:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 11:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 12:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 13:00,,25.65,140,26.12,120,24/03/2022 13:00
26/03/2022 14:00,,22.49,140,22.53,140,24/03/2022 13:00
26/03/2022 15:00,,22.49,140,22.53,140,24/03/2022 13:00
26/03/2022 16:00,,22.49,140,22.53,140,24/03/2022 13:00
26/03/2022 17:00,,22.25,140,22.53,140,24/03/2022 13:00
26/03/2022 18:00,,22.25,140,22.53,140,24/03/2022 13:00
26/03/2022 19:00,,22.25,140,22.67,140,24/03/2022 13:00
26/03/2022 20:00,,23.24,140,23.73,130,24/03/2022 13:00
26/03/2022 21:00,,23.24,140,23.73,130,24/03/2022 13:00
26/03/2022 22:00,,23.7,140,23.87,120,24/03/2022 13:00
26/03/2022 23:00,,23.7,140,23.87,120,24/03/2022 13:00
27/03/2022 00:00,,23.74,140,24.39,120,24/03/2022 13:00
27/03/2022 01:00,,0,0,0,0,24/03/2022 13:00
27/03/2022 03:00,,0,0,0,0,24/03/2022 13:00
27/03/2022 04:00,,0,0,0,0,24/03/2022 13:00
27/03/2022 05:00,,23.61,140,23.73,130,24/03/2022 13:00
27/03/2022 06:00,,23.61,140,23.73,130,24/03/2022 13:00
27/03/2022 07:00,,23.5,140,23.57,130,24/03/2022 13:00
27/03/2022 08:00,,22.25,140,22.53,140,24/03/2022 13:00
27/03/2022 09:00,,22.04,140,22.53,140,24/03/2022 13:00
27/03/2022 10:00,,22.04,140,22.53,140,24/03/2022 13:00
27/03/2022 11:00,,22.04,140,22.53,140,24/03/2022 13:00
27/03/2022 12:00,,22.04,140,22.53,140,24/03/2022 13:00
27/03/2022 13:00,,22.04,140,22.53,140,24/03/2022 13:00
27/03/2022 14:00,,22.49,140,22.53,140,24/03/2022 13:00
27/03/2022 15:00,,22.49,140,22.53,140,24/03/2022 13:00
27/03/2022 16:00,,22.49,140,22.53,140,24/03/2022 13:00
27/03/2022 17:00,,22.25,140,22.53,140,24/03/2022 13:00
27/03/2022 18:00,,22.25,140,22.53,140,24/03/2022 13:00
27/03/2022 19:00,,22.25,140,22.67,140,24/03/2022 13:00
27/03/2022 20:00,,23.24,140,23.73,130,24/03/2022 13:00
27/03/2022 21:00,,23.24,140,23.73,130,24/03/2022 13:00
27/03/2022 22:00,,23.7,140,23.87,120,24/03/2022 13:00
27/03/2022 23:00,,23.7,140,23.87,120,24/03/2022 13:00
28/03/2022 00:00,,23.72,140,24.55,125,24/03/2022 13:00
28/03/2022 01:00,,0,0,0,0,24/03/2022 13:00
28/03/2022 02:00,,0,0,0,0,24/03/2022 13:00
28/03/2022 03:00,,0,0,0,0,24/03/2022 13:00
28/03/2022 04:00,,0,0,0,0,24/03/2022 13:00
28/03/2022 05:00,,24.16,175,24.34,145,24/03/2022 13:00
28/03/2022 06:00,,24.16,175,24.34,145,24/03/2022 13:00
28/03/2022 07:00,,24.05,175,24.34,145,24/03/2022 13:00
28/03/2022 08:00,,23.05,175,23.29,155,24/03/2022 13:00
28/03/2022 09:00,,22.01,140,22.77,130,24/03/2022 13:00
28/03/2022 10:00,,22.01,140,22.77,130,24/03/2022 13:00
28/03/2022 11:00,,22.01,140,22.26,135,24/03/2022 13:00
28/03/2022 12:00,,22.01,140,22.26,135,24/03/2022 13:00
28/03/2022 13:00,,22.01,140,22.26,135,24/03/2022 13:00
28/03/2022 14:00,,22.22,140,22.26,135,24/03/2022 13:00
28/03/2022 15:00,,22.22,140,22.26,135,24/03/2022 13:00
28/03/2022 16:00,,22.22,140,22.26,135,24/03/2022 13:00
28/03/2022 17:00,,22.11,140,22.26,135,24/03/2022 13:00
28/03/2022 18:00,,22.11,140,22.26,135,24/03/2022 13:00
28/03/2022 19:00,,22.11,140,22.45,135,24/03/2022 13:00
28/03/2022 20:00,,22.76,140,23.78,135,24/03/2022 13:00
28/03/2022 21:00,,22.9,140,24.65,140,24/03/2022 13:00
28/03/2022 22:00,,23.65,140,25.36,140,24/03/2022 13:00
28/03/2022 23:00,,23.65,140,25.36,140,24/03/2022 13:00
29/03/2022 00:00,,23.72,140,24.16,130,24/03/2022 13:01
29/03/2022 01:00,,0,0,0,0,24/03/2022 13:01
29/03/2022 02:00,,0,0,0,0,24/03/2022 13:01
29/03/2022 03:00,,0,0,0,0,24/03/2022 13:01
29/03/2022 04:00,,0,0,0,0,24/03/2022 13:01
29/03/2022 05:00,,24.16,175,24.26,165,24/03/2022 13:01
29/03/2022 06:00,,24.16,175,24.26,165,24/03/2022 13:01
29/03/2022 07:00,,24.05,175,24.26,165,24/03/2022 13:01
29/03/2022 08:00,,23.05,175,23.17,165,24/03/2022 13:01
29/03/2022 09:00,,22.01,140,22.26,135,24/03/2022 13:01
29/03/2022 10:00,,22.01,140,22.26,135,24/03/2022 13:01
29/03/2022 11:00,,22.01,140,22.26,135,24/03/2022 13:01
29/03/2022 12:00,,22.01,140,22.26,135,24/03/2022 13:01
29/03/2022 13:00,,22.01,140,22.26,135,24/03/2022 13:01
29/03/2022 14:00,,22.22,140,22.26,135,24/03/2022 13:01
29/03/2022 15:00,,22.22,140,22.26,135,24/03/2022 13:01
29/03/2022 16:00,,22.22,140,22.26,135,24/03/2022 13:01
29/03/2022 17:00,,22.11,140,22.26,135,24/03/2022 13:01
29/03/2022 18:00,,22.11,140,22.26,135,24/03/2022 13:01
29/03/2022 19:00,,22.11,140,22.68,140,24/03/2022 13:01
29/03/2022 20:00,,22.76,140,23.96,140,24/03/2022 13:01
29/03/2022 21:00,,22.9,140,24.26,165,24/03/2022 13:01
29/03/2022 22:00,,23.65,140,24.41,155,24/03/2022 13:01
29/03/2022 23:00,,23.65,140,24.41,155,24/03/2022 13:01
30/03/2022 00:00,,23.72,140,24.16,130,24/03/2022 13:01
30/03/2022 01:00,,0,0,0,0,24/03/2022 13:01
30/03/2022 02:00,,0,0,0,0,24/03/2022 13:01
30/03/2022 03:00,,0,0,0,0,24/03/2022 13:01
30/03/2022 04:00,,0,0,0,0,24/03/2022 13:01
30/03/2022 05:00,,24.16,175,24.26,165,24/03/2022 13:01
30/03/2022 06:00,,24.16,175,24.26,165,24/03/2022 13:01
30/03/2022 07:00,,24.05,175,24.26,165,24/03/2022 13:01
30/03/2022 08:00,,23.05,175,23.17,165,24/03/2022 13:01
30/03/2022 09:00,,22.01,140,22.26,135,24/03/2022 13:01
30/03/2022 10:00,,22.01,140,22.26,135,24/03/2022 13:01
30/03/2022 11:00,,22.01,140,22.26,135,24/03/2022 13:01
30/03/2022 12:00,,22.01,140,22.26,135,24/03/2022 13:01
30/03/2022 13:00,,22.01,140,22.26,135,24/03/2022 13:01
30/03/2022 14:00,,22.22,140,22.26,135,24/03/2022 13:01
30/03/2022 15:00,,22.22,140,22.26,135,24/03/2022 13:01
30/03/2022 16:00,,22.22,140,22.26,135,24/03/2022 13:01
30/03/2022 17:00,,22.11,140,22.26,135,24/03/2022 13:01
30/03/2022 18:00,,22.11,140,22.26,135,24/03/2022 13:01
30/03/2022 19:00,,22.11,140,22.68,140,24/03/2022 13:01
30/03/2022 20:00,,22.76,140,23.96,140,24/03/2022 13:01
30/03/2022 21:00,,22.9,140,24.26,165,24/03/2022 13:01
30/03/2022 22:00,,23.65,140,24.41,155,24/03/2022 13:01
30/03/2022 23:00,,23.65,140,24.41,155,24/03/2022 13:01
31/03/2022 00:00,,23.72,140,24.16,130,24/03/2022 13:01
31/03/2022 01:00,,0,0,0,0,24/03/2022 13:01
31/03/2022 02:00,,0,0,0,0,24/03/2022 13:01
31/03/2022 03:00,,0,0,0,0,24/03/2022 13:01
31/03/2022 04:00,,0,0,0,0,24/03/2022 13:01
31/03/2022 05:00,,24.16,175,24.26,165,24/03/2022 13:01
31/03/2022 06:00,,24.16,175,24.26,165,24/03/2022 13:01
31/03/2022 07:00,,24.05,175,24.26,165,24/03/2022 13:01
31/03/2022 08:00,,23.05,175,23.17,165,24/03/2022 13:01
31/03/2022 09:00,,22.01,140,22.26,135,24/03/2022 13:01
31/03/2022 10:00,,22.01,140,22.26,135,24/03/2022 13:01
31/03/2022 11:00,,22.01,140,22.26,135,24/03/2022 13:01
31/03/2022 12:00,,22.01,140,22.26,135,24/03/2022 13:01
31/03/2022 13:00,,22.01,140,22.26,135,24/03/2022 13:01
31/03/2022 14:00,,22.22,140,22.26,135,24/03/2022 13:01
31/03/2022 15:00,,22.22,140,22.26,135,24/03/2022 13:01
31/03/2022 16:00,,22.22,140,22.26,135,24/03/2022 13:01
31/03/2022 17:00,,22.11,140,22.26,135,24/03/2022 13:01
31/03/2022 18:00,,22.11,140,22.26,135,24/03/2022 13:01
31/03/2022 19:00,,22.11,140,22.68,140,24/03/2022 13:01
31/03/2022 20:00,,22.76,140,23.96,140,24/03/2022 13:01
31/03/2022 21:00,,22.9,140,24.26,165,24/03/2022 13:01
31/03/2022 22:00,,23.65,140,24.41,155,24/03/2022 13:01
31/03/2022 23:00,,23.65,140,24.41,155,24/03/2022 13:01
01/04/2022 00:00,,23.72,140,24.16,130,24/03/2022 13:01
01/04/2022 01:00,,0,0,0,0,24/03/2022 13:01
01/04/2022 02:00,,0,0,0,0,24/03/2022 13:01
01/04/2022 03:00,,0,0,0,0,24/03/2022 13:01
01/04/2022 04:00,,0,0,0,0,24/03/2022 13:01
01/04/2022 05:00,,24.16,175,24.26,165,24/03/2022 13:01
01/04/2022 06:00,,24.16,175,24.26,165,24/03/2022 13:01
01/04/2022 07:00,,24.05,175,24.26,165,24/03/2022 13:01
01/04/2022 08:00,,23.05,175,23.17,165,24/03/2022 13:01
01/04/2022 09:00,,22.01,140,22.26,135,24/03/2022 13:01
01/04/2022 10:00,,22.01,140,22.26,135,24/03/2022 13:01
01/04/2022 11:00,,22.01,140,22.26,135,24/03/2022 13:01
01/04/2022 12:00,,22.01,140,22.26,135,24/03/2022 13:01
01/04/2022 13:00,,22.01,140,22.26,135,24/03/2022 13:01
01/04/2022 14:00,,22.22,140,22.26,135,24/03/2022 13:01
01/04/2022 15:00,,22.22,140,22.26,135,24/03/2022 13:01
01/04/2022 16:00,,22.22,140,22.26,135,24/03/2022 13:01
