Period,Elområde,aFRR Upp Pris (EUR/MW),aFRR Upp Volym (MW),aFRR Ned Pris (EUR/MW),aFRR Ned Volym (MW),Publiceringstidpunkt
06/02/2022 22:00,,32.64,125,34.43,105,03/02/2022 13:00
06/02/2022 23:00,,32.64,125,34.43,105,03/02/2022 13:00
07/02/2022 00:00,,33.13,110,34.41,110,03/02/2022 13:00
07/02/2022 01:00,,0,0,0,0,03/02/2022 13:00
07/02/2022 02:00,,0,0,0,0,03/02/2022 13:00
07/02/2022 03:00,,0,0,0,0,03/02/2022 13:00
07/02/2022 04:00,,0,0,0,0,03/02/2022 13:00
07/02/2022 05:00,,33.7,170,32.7,140,03/02/2022 13:00
07/02/2022 06:00,,33.7,170,32.7,140,03/02/2022 13:00
07/02/2022 07:00,,33.7,170,32.7,140,03/02/2022 13:00
07/02/2022 08:00,,33.7,170,32.7,140,03/02/2022 13:00
07/02/2022 09:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 10:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 11:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 12:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 13:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 14:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 15:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 16:00,,33.17,140,31.88,105,03/02/2022 13:00
07/02/2022 17:00,,33.17,140,32.01,105,03/02/2022 13:00
07/02/2022 18:00,,33.17,140,32.01,105,03/02/2022 13:00
07/02/2022 19:00,,33.17,140,32.01,105,03/02/2022 13:00
07/02/2022 20:00,,33.17,140,32.01,105,03/02/2022 13:00
07/02/2022 21:00,,33.17,140,33.65,140,03/02/2022 13:00
07/02/2022 22:00,,32.78,130,35.12,140,03/02/2022 13:00
07/02/2022 23:00,,32.78,130,35.12,140,03/02/2022 13:00
08/02/2022 00:00,,33.13,110,34.41,110,03/02/2022 13:01
08/02/2022 01:00,,0,0,0,0,03/02/2022 13:01
08/02/2022 02:00,,0,0,0,0,03/02/2022 13:01
08/02/2022 03:00,,0,0,0,0,03/02/2022 13:01
08/02/2022 04:00,,0,0,0,0,03/02/2022 13:01
08/02/2022 05:00,,33.42,160,34.15,140,03/02/2022 13:01
08/02/2022 06:00,,33.42,160,34.15,140,03/02/2022 13:01
08/02/2022 07:00,,33.42,160,34.15,140,03/02/2022 13:01
08/02/2022 08:00,,33.42,160,34.15,140,03/02/2022 13:01
08/02/2022 09:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 10:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 11:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 12:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 13:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 14:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 15:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 16:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 17:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 18:00,,32.78,130,33.6,105,03/02/2022 13:01
08/02/2022 19:00,,32.78,130,33.88,105,03/02/2022 13:01
08/02/2022 20:00,,32.78,130,33.88,105,03/02/2022 13:01
08/02/2022 21:00,,32.78,130,35.12,140,03/02/2022 13:01
08/02/2022 22:00,,32.78,130,35.12,140,03/02/2022 13:01
08/02/2022 23:00,,32.78,130,35.12,140,03/02/2022 13:01
09/02/2022 00:00,,33.13,110,34.41,110,03/02/2022 13:01
09/02/2022 01:00,,0,0,0,0,03/02/2022 13:01
09/02/2022 02:00,,0,0,0,0,03/02/2022 13:01
09/02/2022 03:00,,0,0,0,0,03/02/2022 13:01
09/02/2022 04:00,,0,0,0,0,03/02/2022 13:01
09/02/2022 05:00,,33.42,160,34.15,140,03/02/2022 13:01
09/02/2022 06:00,,33.42,160,34.15,140,03/02/2022 13:01
09/02/2022 07:00,,33.42,160,34.15,140,03/02/2022 13:01
09/02/2022 08:00,,33.42,160,34.15,140,03/02/2022 13:01
09/02/2022 09:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 10:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 11:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 12:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 13:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 14:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 15:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 16:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 17:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 18:00,,32.78,130,33.6,105,03/02/2022 13:01
09/02/2022 19:00,,32.78,130,33.88,105,03/02/2022 13:01
09/02/2022 20:00,,32.78,130,33.88,105,03/02/2022 13:01
09/02/2022 21:00,,32.78,130,35.12,140,03/02/2022 13:01
09/02/2022 22:00,,32.78,130,35.12,140,03/02/2022 13:01
09/02/2022 23:00,,32.78,130,35.12,140,03/02/2022 13:01
10/02/2022 00:00,,33.13,110,34.41,110,03/02/2022 13:01
10/02/2022 01:00,,0,0,0,0,03/02/2022 13:01
10/02/2022 02:00,,0,0,0,0,03/02/2022 13:01
10/02/2022 03:00,,0,0,0,0,03/02/2022 13:01
10/02/2022 04:00,,0,0,0,0,03/02/2022 13:01
10/02/2022 05:00,,33.42,160,34.15,140,03/02/2022 13:01
10/02/2022 06:00,,33.42,160,34.15,140,03/02/2022 13:01
10/02/2022 07:00,,33.42,160,34.15,140,03/02/2022 13:01
10/02/2022 08:00,,33.42,160,34.15,140,03/02/2022 13:01
10/02/2022 09:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 10:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 11:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 12:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 13:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 14:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 15:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 16:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 17:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 18:00,,32.78,130,33.6,105,03/02/2022 13:01
10/02/2022 19:00,,32.78,130,33.88,105,03/02/2022 13:01
10/02/2022 20:00,,32.78,130,33.88,105,03/02/2022 13:01
10/02/2022 21:00,,32.78,130,35.12,140,03/02/2022 13:01
10/02/2022 22:00,,32.78,130,35.12,140,03/02/2022 13:01
10/02/2022 23:00,,32.78,130,35.12,140,03/02/2022 13:01
11/02/2022 00:00,,33.13,110,34.41,110,03/02/2022 13:01
11/02/2022 01:00,,0,0,0,0,03/02/2022 13:01
11/02/2022 02:00,,0,0,0,0,03/02/2022 13:01
11/02/2022 03:00,,0,0,0,0,03/02/2022 13:01
11/02/2022 04:00,,0,0,0,0,03/02/2022 13:01
11/02/2022 05:00,,33.42,160,34.15,140,03/02/2022 13:01
11/02/2022 06:00,,33.42,160,34.15,140,03/02/2022 13:01
11/02/2022 07:00,,33.42,160,34.15,140,03/02/2022 13:01
11/02/2022 08:00,,33.42,160,34.15,140,03/02/2022 13:01
11/02/2022 09:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 10:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 11:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 12:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 13:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 14:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 15:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 16:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 17:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 18:00,,32.78,130,33.6,105,03/02/2022 13:01
11/02/2022 19:00,,32.78,130,33.88,105,03/02/2022 13:01
11/02/2022 20:00,,32.78,130,33.88,105,03/02/2022 13:01
11/02/2022 21:00,,32.78,130,35.12,140,03/02/2022 13:01
11/02/2022 22:00,,32.78,130,35.12,140,03/02/2022 13:01
11/02/2022 23:00,,32.78,130,35.12,140,03/02/2022 13:01
12/02/2022 00:00,,29.99,105,31.06,110,10/02/2022 13:00
12/02/2022 01:00,,0,0,0,0,10/02/2022 13:00
12/02/2022 02:00,,0,0,0,0,10/02/2022 13:00
12/02/2022 03:00,,0,0,0,0,10/02/2022 13:00
12/02/2022 04:00,,0,0,0,0,10/02/2022 13:00
12/02/2022 05:00,,29.71,105,30.69,110,10/02/2022 13:00
12/02/2022 06:00,,29.71,105,30.69,110,10/02/2022 13:00
12/02/2022 07:00,,29.71,105,30.69,110,10/02/2022 13:00
12/02/2022 08:00,,29.21,105,30.09,105,10/02/2022 13:00
12/02/2022 09:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 10:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 11:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 12:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 13:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 14:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 15:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 16:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 17:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 18:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 19:00,,29.21,105,29.82,105,10/02/2022 13:00
12/02/2022 20:00,,29.49,110,30.2,110,10/02/2022 13:00
12/02/2022 21:00,,29.75,110,30.82,110,10/02/2022 13:00
12/02/2022 22:00,,29.75,110,30.82,110,10/02/2022 13:00
12/02/2022 23:00,,29.75,110,30.82,110,10/02/2022 13:00
13/02/2022 00:00,,29.99,105,31.06,110,10/02/2022 13:00
13/02/2022 01:00,,0,0,0,0,10/02/2022 13:00
13/02/2022 02:00,,0,0,0,0,10/02/2022 13:00
13/02/2022 03:00,,0,0,0,0,10/02/2022 13:00
13/02/2022 04:00,,0,0,0,0,10/02/2022 13:00
13/02/2022 05:00,,29.71,105,30.69,110,10/02/2022 13:00
13/02/2022 06:00,,29.71,105,30.69,110,10/02/2022 13:00
13/02/2022 07:00,,29.71,105,30.69,110,10/02/2022 13:00
13/02/2022 08:00,,29.21,105,30.09,105,10/02/2022 13:00
13/02/2022 09:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 10:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 11:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 12:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 13:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 14:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 15:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 16:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 17:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 18:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 19:00,,29.21,105,29.82,105,10/02/2022 13:00
13/02/2022 20:00,,29.49,110,30.2,110,10/02/2022 13:00
13/02/2022 21:00,,29.75,110,30.82,110,10/02/2022 13:00
13/02/2022 22:00,,29.75,110,30.82,110,10/02/2022 13:00
13/02/2022 23:00,,29.75,110,30.82,110,10/02/2022 13:00
14/02/2022 00:00,,30.01,105,30.92,115,10/02/2022 13:00
14/02/2022 01:00,,0,0,0,0,10/02/2022 13:00
14/02/2022 02:00,,0,0,0,0,10/02/2022 13:00
14/02/2022 03:00,,0,0,0,0,10/02/2022 13:00
14/02/2022 04:00,,0,0,0,0,10/02/2022 13:00
14/02/2022 05:00,,30.26,140,31,140,10/02/2022 13:00
14/02/2022 06:00,,30.26,140,31,140,10/02/2022 13:00
14/02/2022 07:00,,30.26,140,31,140,10/02/2022 13:00
14/02/2022 08:00,,30.04,140,30.79,140,10/02/2022 13:00
14/02/2022 09:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 10:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 11:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 12:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 13:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 14:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 15:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 16:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 17:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 18:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 19:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 20:00,,29.35,110,29.89,110,10/02/2022 13:00
14/02/2022 21:00,,29.35,110,31,140,10/02/2022 13:00
14/02/2022 22:00,,29.58,105,31.52,140,10/02/2022 13:00
14/02/2022 23:00,,29.58,105,31.52,140,10/02/2022 13:00
15/02/2022 00:00,,30.01,105,30.9,105,10/02/2022 13:01
15/02/2022 01:00,,0,0,0,0,10/02/2022 13:01
15/02/2022 02:00,,0,0,0,0,10/02/2022 13:01
15/02/2022 03:00,,0,0,0,0,10/02/2022 13:01
15/02/2022 04:00,,0,0,0,0,10/02/2022 13:01
15/02/2022 05:00,,30.26,140,31,140,10/02/2022 13:01
15/02/2022 06:00,,30.26,140,31,140,10/02/2022 13:01
15/02/2022 07:00,,30.26,140,31,140,10/02/2022 13:01
15/02/2022 08:00,,30.04,140,30.79,140,10/02/2022 13:01
15/02/2022 09:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 10:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 11:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 12:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 13:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 14:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 15:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 16:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 17:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 18:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 19:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 20:00,,29.35,110,29.89,110,10/02/2022 13:01
15/02/2022 21:00,,29.35,110,31,140,10/02/2022 13:01
15/02/2022 22:00,,29.58,105,31.52,140,10/02/2022 13:01
15/02/2022 23:00,,29.58,105,31.52,140,10/02/2022 13:01
16/02/2022 00:00,,30.01,105,30.9,105,10/02/2022 13:01
16/02/2022 01:00,,0,0,0,0,10/02/2022 13:01
16/02/2022 02:00,,0,0,0,0,10/02/2022 13:01
16/02/2022 03:00,,0,0,0,0,10/02/2022 13:01
16/02/2022 04:00,,0,0,0,0,10/02/2022 13:01
16/02/2022 05:00,,30.26,140,31,140,10/02/2022 13:01
16/02/2022 06:00,,30.26,140,31,140,10/02/2022 13:01
16/02/2022 07:00,,30.26,140,31,140,10/02/2022 13:01
16/02/2022 08:00,,30.04,140,30.79,140,10/02/2022 13:01
16/02/2022 09:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 10:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 11:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 12:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 13:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 14:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 15:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 16:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 17:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 18:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 19:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 20:00,,29.35,110,29.89,110,10/02/2022 13:01
16/02/2022 21:00,,29.35,110,31,140,10/02/2022 13:01
16/02/2022 22:00,,29.58,105,31.52,140,10/02/2022 13:01
16/02/2022 23:00,,29.58,105,31.52,140,10/02/2022 13:01
17/02/2022 00:00,,30.01,105,30.9,105,10/02/2022 13:01
17/02/2022 01:00,,0,0,0,0,10/02/2022 13:01
17/02/2022 02:00,,0,0,0,0,10/02/2022 13:01
17/02/2022 03:00,,0,0,0,0,10/02/2022 13:01
17/02/2022 04:00,,0,0,0,0,10/02/2022 13:01
17/02/2022 05:00,,30.64,140,31.52,140,10/02/2022 13:01
17/02/2022 06:00,,30.64,140,31.52,140,10/02/2022 13:01
17/02/2022 07:00,,30.64,140,31.52,140,10/02/2022 13:01
17/02/2022 08:00,,30.04,140,30.79,140,10/02/2022 13:01
17/02/2022 09:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 10:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 11:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 12:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 13:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 14:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 15:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 16:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 17:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 18:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 19:00,,29.35,110,29.89,110,10/02/2022 13:01
17/02/2022 20:00,,29.58,105,30.19,105,10/02/2022 13:01
17/02/2022 21:00,,29.58,105,31.37,145,10/02/2022 13:01
17/02/2022 22:00,,29.58,105,31.37,145,10/02/2022 13:01
17/02/2022 23:00,,29.58,105,31.37,145,10/02/2022 13:01
18/02/2022 00:00,,30.01,105,30.9,105,10/02/2022 13:01
18/02/2022 01:00,,0,0,0,0,10/02/2022 13:01
18/02/2022 02:00,,0,0,0,0,10/02/2022 13:01
18/02/2022 03:00,,0,0,0,0,10/02/2022 13:01
18/02/2022 04:00,,0,0,0,0,10/02/2022 13:01
18/02/2022 05:00,,30.64,140,31.52,140,10/02/2022 13:01
18/02/2022 06:00,,30.64,140,31.52,140,10/02/2022 13:01
18/02/2022 07:00,,30.64,140,31.52,140,10/02/2022 13:01
18/02/2022 08:00,,30.04,140,30.79,140,10/02/2022 13:01
18/02/2022 09:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 10:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 11:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 12:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 13:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 14:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 15:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 16:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 17:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 18:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 19:00,,29.35,110,29.89,110,10/02/2022 13:01
18/02/2022 20:00,,29.58,105,30.19,105,10/02/2022 13:01
18/02/2022 21:00,,29.58,105,31.37,145,10/02/2022 13:01
18/02/2022 22:00,,29.58,105,31.37,145,10/02/2022 13:01
18/02/2022 23:00,,29.58,105,31.37,145,10/02/2022 13:01
19/02/2022 00:00,,26.09,105,26.77,110,17/02/2022 13:00
19/02/2022 01:00,,0,0,0,0,17/02/2022 13:00
19/02/2022 02:00,,0,0,0,0,17/02/2022 13:00
19/02/2022 03:00,,0,0,0,0,17/02/2022 13:00
19/02/2022 04:00,,0,0,0,0,17/02/2022 13:00
19/02/2022 05:00,,25.95,110,26.51,110,17/02/2022 13:00
19/02/2022 06:00,,25.95,110,26.51,110,17/02/2022 13:00
19/02/2022 07:00,,25.96,135,26.42,135,17/02/2022 13:00
19/02/2022 08:00,,25.73,110,26.17,125,17/02/2022 13:00
19/02/2022 09:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 10:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 11:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 12:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 13:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 14:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 15:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 16:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 17:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 18:00,,25.73,110,25.97,125,17/02/2022 13:00
19/02/2022 19:00,,25.73,110,26.17,125,17/02/2022 13:00
19/02/2022 20:00,,25.73,110,26.02,105,17/02/2022 13:00
19/02/2022 21:00,,26.08,130,26.33,125,17/02/2022 13:00
19/02/2022 22:00,,26.09,105,26.51,120,17/02/2022 13:00
19/02/2022 23:00,,26.09,105,26.51,120,17/02/2022 13:00
20/02/2022 00:00,,26.09,105,26.77,110,17/02/2022 13:00
20/02/2022 01:00,,0,0,0,0,17/02/2022 13:00
20/02/2022 02:00,,0,0,0,0,17/02/2022 13:00
20/02/2022 03:00,,0,0,0,0,17/02/2022 13:00
20/02/2022 04:00,,0,0,0,0,17/02/2022 13:00
20/02/2022 05:00,,25.95,110,26.51,110,17/02/2022 13:00
20/02/2022 06:00,,25.95,110,26.51,110,17/02/2022 13:00
20/02/2022 07:00,,25.96,135,26.42,135,17/02/2022 13:00
20/02/2022 08:00,,25.73,110,26.17,125,17/02/2022 13:00
20/02/2022 09:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 10:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 11:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 12:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 13:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 14:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 15:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 16:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 17:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 18:00,,25.73,110,25.97,125,17/02/2022 13:00
20/02/2022 19:00,,25.73,110,26.17,125,17/02/2022 13:00
20/02/2022 20:00,,25.73,110,26.02,105,17/02/2022 13:00
20/02/2022 21:00,,26.08,130,26.33,125,17/02/2022 13:00
20/02/2022 22:00,,26.09,105,26.51,120,17/02/2022 13:00
20/02/2022 23:00,,26.09,105,26.51,120,17/02/2022 13:00
21/02/2022 00:00,,26.24,105,26.55,110,17/02/2022 13:00
21/02/2022 01:00,,0,0,0,0,17/02/2022 13:00
21/02/2022 02:00,,0,0,0,0,17/02/2022 13:00
21/02/2022 03:00,,0,0,0,0,17/02/2022 13:00
21/02/2022 04:00,,0,0,0,0,17/02/2022 13:00
21/02/2022 05:00,,27.78,140,27.94,140,17/02/2022 13:00
21/02/2022 06:00,,27.7,150,27.85,150,17/02/2022 13:00
21/02/2022 07:00,,26.89,145,26.84,150,17/02/2022 13:00
21/02/2022 08:00,,27.03,140,26.84,150,17/02/2022 13:00
21/02/2022 09:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 10:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 11:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 12:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 13:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 14:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 15:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 16:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 17:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 18:00,,25.89,110,25.98,130,17/02/2022 13:00
21/02/2022 19:00,,25.9,115,26.21,130,17/02/2022 13:00
21/02/2022 20:00,,25.9,115,26.21,130,17/02/2022 13:00
21/02/2022 21:00,,26.21,135,26.84,150,17/02/2022 13:00
21/02/2022 22:00,,26.27,115,27.33,140,17/02/2022 13:00
21/02/2022 23:00,,26.27,115,27.33,140,17/02/2022 13:00
22/02/2022 00:00,,26.24,105,26.55,110,17/02/2022 13:01
22/02/2022 01:00,,0,0,0,0,17/02/2022 13:01
22/02/2022 02:00,,0,0,0,0,17/02/2022 13:01
22/02/2022 03:00,,0,0,0,0,17/02/2022 13:01
22/02/2022 04:00,,0,0,0,0,17/02/2022 13:01
22/02/2022 05:00,,27.78,140,27.94,140,17/02/2022 13:01
22/02/2022 06:00,,27.7,150,27.85,150,17/02/2022 13:01
22/02/2022 07:00,,26.89,145,26.84,150,17/02/2022 13:01
22/02/2022 08:00,,27.03,140,26.84,150,17/02/2022 13:01
22/02/2022 09:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 10:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 11:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 12:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 13:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 14:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 15:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 16:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 17:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 18:00,,25.89,110,25.98,130,17/02/2022 13:01
22/02/2022 19:00,,25.9,115,26.21,130,17/02/2022 13:01
22/02/2022 20:00,,25.9,115,26.21,130,17/02/2022 13:01
22/02/2022 21:00,,26.21,135,26.84,150,17/02/2022 13:01
22/02/2022 22:00,,26.27,115,27.33,140,17/02/2022 13:01
22/02/2022 23:00,,26.27,115,27.33,140,17/02/2022 13:01
23/02/2022 00:00,,26.24,105,26.55,110,17/02/2022 13:01
23/02/2022 01:00,,0,0,0,0,17/02/2022 13:01
23/02/2022 02:00,,0,0,0,0,17/02/2022 13:01
23/02/2022 03:00,,0,0,0,0,17/02/2022 13:01
23/02/2022 04:00,,0,0,0,0,17/02/2022 13:01
23/02/2022 05:00,,27.78,140,27.94,140,17/02/2022 13:01
23/02/2022 06:00,,27.7,150,27.85,150,17/02/2022 13:01
23/02/2022 07:00,,26.89,145,26.84,150,17/02/2022 13:01
23/02/2022 08:00,,27.03,140,26.84,150,17/02/2022 13:01
23/02/2022 09:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 10:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 11:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 12:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 13:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 14:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 15:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 16:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 17:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 18:00,,25.89,110,25.98,130,17/02/2022 13:01
23/02/2022 19:00,,25.9,115,26.21,130,17/02/2022 13:01
