time,P,G(i),H_sun,T2m,WS10m,Int
20200928:0611,8217000,49.73,6.69,14.32,2.97,0
20200928:0711,31095000,140.24,14.78,15.13,2.62,0
20200928:0811,34338000,152.35,21.99,16.06,3.79,0
20200928:0911,7956000,46.69,27.79,16.67,3.52,0
20200928:1011,7938000,46.69,31.64,17.05,3.52,0
20200928:1111,13458000,70.03,33.04,16.7,2.83,0
20200928:1211,29097000,132.88,31.79,16.54,2.34,0
20200928:1311,15447000,78.11,28.07,16.2,2.14,0
20200928:1411,13923000,71.83,22.36,16.18,2.41,0
20200928:1511,11793000,62.85,15.22,15.69,2.83,0
20200928:1611,2931000,23.34,7.17,15.18,2.9,0
20200928:1711,0,0,0,14.52,2.55,0
20200928:1811,0,0,0,14.22,2.55,0
20200928:1911,0,0,0,13.2,2.28,0
20200928:2011,0,0,0,13.06,2.21,0
20200928:2111,0,0,0,12.94,2.41,0
20200928:2211,0,0,0,12.88,2.48,0
20200928:2311,0,0,0,12.85,2.62,0
20200929:0011,0,0,0,12.79,2.62,0
20200929:0111,0,0,0,12.72,2.62,0
20200929:0211,0,0,0,12.64,2.69,0
20200929:0311,0,0,0,12.33,2.62,0
20200929:0411,0,0,0,12.12,2.62,0
20200929:0511,0,0,0,11.95,2.69,0
20200929:0611,3753000,27.45,6.41,11.92,2.76,0
20200929:0711,20409000,96.69,14.49,12.29,2.55,0
20200929:0811,43545000,185.6,21.67,13.03,2.97,0
20200929:0911,38673000,168.06,27.45,13.95,3.1,0
20200929:1011,63168000,262.6,31.27,14.75,3.17,0
20200929:1111,29520000,133.78,32.65,15.56,3.38,0
20200929:1211,33438000,149.33,31.39,16.02,3.45,0
20200929:1311,24852000,115.83,27.68,16.43,3.59,0
20200929:1411,25731000,119.25,21.98,16.55,3.59,0
20200929:1511,45990000,198.86,14.84,16.42,3.52,0
20200929:1611,8076000,48.76,6.8,15.75,2.69,0
20200929:1711,0,0,0,15.14,2.48,0
20200929:1811,0,0,0,14.69,2.48,0
20200929:1911,0,0,0,14.37,2.41,0
20200929:2011,0,0,0,14.21,2.62,0
20200929:2111,0,0,0,14.03,2.69,0
20200929:2211,0,0,0,13.74,2.62,0
20200929:2311,0,0,0,13.48,2.48,0
20200930:0011,0,0,0,13.27,2.14,0
20200930:0111,0,0,0,13.03,1.93,0
20200930:0211,0,0,0,12.94,2,0
20200930:0311,0,0,0,12.94,2.07,0
20200930:0411,0,0,0,13.01,2.07,0
20200930:0511,0,0,0,13.06,1.86,0
20200930:0611,2085000,18.86,6.14,13.07,1.93,0
20200930:0711,18192000,88.34,14.2,13.46,2.41,0
20200930:0811,43374000,185.68,21.36,14.07,3.03,0
20200930:0911,38403000,167.31,27.11,14.55,3.52,0
20200930:1011,36465000,160.44,30.9,15.07,3.45,0
20200930:1111,41658000,180.88,32.26,15.59,3.45,0
20200930:1211,40092000,175.54,30.99,16.59,3.45,0
20200930:1311,55401000,234.77,27.28,16.96,3.03,0
20200930:1411,92445000,379.33,21.59,17.4,3.1,0
20200930:1511,59631000,254.1,14.46,17.44,2.9,0
20200930:1611,19767000,105.26,6.43,16.85,2.41,0
20200930:1711,0,0,0,15.82,2.55,0
20200930:1811,0,0,0,15.07,2.9,0
20200930:1911,0,0,0,14.89,2.9,0
20200930:2011,0,0,0,14.61,2.97,0
20200930:2111,0,0,0,14.52,2.9,0
20200930:2211,0,0,0,14.37,2.9,0
20200930:2311,0,0,0,14.34,3.03,0
20201001:0011,0,0,0,14.21,3.24,0
20201001:0111,0,0,0,14.02,3.38,0
20201001:0211,0,0,0,13.76,3.52,0
20201001:0311,0,0,0,13.26,3.59,0
20201001:0411,0,0,0,12.93,3.59,0
20201001:0511,0,0,0,12.65,3.59,0
20201001:0611,9948000,58.79,5.86,12.51,3.66,0
20201001:0711,48888000,207.46,13.9,12.81,4.28,0
20201001:0811,75384000,305.31,21.05,13.76,5.38,0
20201001:0911,25812000,118.52,26.77,14.71,5.79,0
20201001:1011,40509000,175.59,30.54,15.48,6.48,0
20201001:1111,81561000,331.85,31.87,15.92,6.69,0
20201001:1211,150558000,601.67,30.6,16.19,6.48,0
20201001:1311,158223000,633.29,26.89,16.15,5.86,0
20201001:1411,105957000,426.01,21.2,16.06,5.66,0
20201001:1511,91458000,376.4,14.09,15.61,4.97,0
20201001:1611,4662000,32.46,6.06,15.31,4.97,0
20201001:1711,0,0,0,14.83,4.9,0
20201001:1811,0,0,0,14.69,4.9,0
20201001:1911,0,0,0,14.48,4.83,0
20201001:2011,0,0,0,14.36,4.83,0
20201001:2111,0,0,0,13.99,4.48,0
20201001:2211,0,0,0,13.74,4.14,0
20201001:2311,0,0,0,13.61,3.72,0
20201002:0011,0,0,0,13.32,3.38,0
20201002:0111,0,0,0,13.15,3.03,0
20201002:0211,0,0,0,12.89,2.83,0
20201002:0311,0,0,0,12.67,2.62,0
20201002:0411,0,0,0,12.4,2.55,0
20201002:0511,0,0,0,12.46,2.76,0
20201002:0611,5526000,37.15,5.58,12.46,2.97,0
20201002:0711,45162000,193.96,13.61,13.26,2.97,0
20201002:0811,87210000,351.81,20.73,14.38,4.69,0
20201002:0911,33195000,147.48,26.43,15.5,5.86,0
20201002:1011,74070000,303.75,30.17,16.11,5.93,0
20201002:1111,18357000,89.79,31.48,16.57,6.07,0
20201002:1211,22395000,105.95,30.2,16.62,5.86,0
20201002:1311,13713000,70.93,26.49,16.58,5.72,0
20201002:1411,6543000,40.4,20.82,16.53,5.79,0
20201002:1511,24135000,112.84,13.71,16.37,5.59,0
20201002:1611,5349000,36.17,5.69,15.78,5.45,0
20201002:1711,0,0,0,15.04,5.24,0
20201002:1811,0,0,0,14.63,5.17,0
20201002:1911,0,0,0,14.15,5.17,0
20201002:2011,0,0,0,14.05,5.31,0
20201002:2111,0,0,0,14.01,5.45,0
20201002:2211,0,0,0,14.04,5.52,0
20201002:2311,0,0,0,14.09,5.66,0
20201003:0011,0,0,0,14.09,5.86,0
20201003:0111,0,0,0,14.15,5.86,0
20201003:0211,0,0,0,14.17,5.86,0
20201003:0311,0,0,0,14.19,6.21,0
20201003:0411,0,0,0,14.09,6.55,0
20201003:0511,0,0,0,14.12,6.62,0
20201003:0611,3021000,24.19,5.3,14.36,6.76,0
20201003:0711,13650000,70.21,13.32,14.85,6.14,0
20201003:0811,18039000,87.99,20.42,15.33,8.07,0
20201003:0911,12462000,65.54,26.09,15.94,8.34,0
20201003:1011,22032000,104.15,29.8,16.19,8.83,0
20201003:1111,17052000,84.4,31.1,16.47,8.9,0
20201003:1211,21540000,102.36,29.81,16.54,8.76,0
20201003:1311,16140000,80.81,26.1,16.74,8.9,0
20201003:1411,17703000,87.09,20.43,16.68,9.03,0
20201003:1511,5358000,35.02,13.34,16.48,8.62,0
20201003:1611,531000,9.88,5.33,16.17,7.45,0
20201003:1711,0,0,0,16.05,6.97,0
20201003:1811,0,0,0,15.96,6.55,0
20201003:1911,0,0,0,16.06,5.79,0
20201003:2011,0,0,0,16.18,5.66,0
20201003:2111,0,0,0,16.39,5.31,0
20201003:2211,0,0,0,16.48,4.9,0
20201003:2311,0,0,0,15.65,3.93,0
20201004:0011,0,0,0,14.77,3.45,0
20201004:0111,0,0,0,13.77,3.1,0
20201004:0211,0,0,0,12.89,2.69,0
20201004:0311,0,0,0,12.07,2.41,0
20201004:0411,0,0,0,11.04,2.28,0
20201004:0511,0,0,0,10.22,2.41,0
20201004:0611,14238000,81.58,5.02,9.71,2.55,0
20201004:0711,78084000,319.83,13.03,10.49,2.76,0
20201004:0811,139503000,555.83,20.1,11.96,3.03,0
20201004:0911,104994000,420.48,25.75,13.73,3.79,0
20201004:1011,209901000,849.36,29.43,15.17,5.1,0
20201004:1111,120285000,480.97,30.71,15.92,6.55,0
20201004:1211,17520000,86.2,29.41,15.85,5.45,0
20201004:1311,27873000,127.03,25.71,15.67,5.45,0
20201004:1411,27180000,123.93,20.05,15.33,5.38,0
20201004:1511,10365000,56.57,12.97,14.64,4.69,0
20201004:1611,5331000,36.58,4.96,13.99,3.79,0
20201004:1711,0,0,0,13.36,3.24,0
20201004:1811,0,0,0,12.65,3.31,0
20201004:1911,0,0,0,12.39,3.93,0
20201004:2011,0,0,0,12.07,3.79,0
20201004:2111,0,0,0,11.76,3.66,0
20201004:2211,0,0,0,11.39,3.59,0
20201004:2311,0,0,0,11.03,3.24,0
20201005:0011,0,0,0,10.72,3.17,0
20201005:0111,0,0,0,10.62,3.45,0
20201005:0211,0,0,0,10.53,3.52,0
20201005:0311,0,0,0,10.44,3.66,0
20201005:0411,0,0,0,10.34,3.66,0
20201005:0511,0,0,0,10.12,3.45,0
20201005:0611,10095000,61.01,4.75,9.87,3.38,0
20201005:0711,80010000,326.47,12.73,10.72,3.93,0
20201005:0811,22686000,105.14,19.79,11.96,3.66,0
20201005:0911,46425000,196.24,25.41,13.07,4.14,0
20201005:1011,70539000,287.9,29.06,13.52,4.34,0
20201005:1111,67032000,275.85,30.32,14.41,4.41,0
20201005:1211,42984000,184.67,29.02,14.6,4.48,0
20201005:1311,30648000,137.43,25.32,14.82,4.55,0
20201005:1411,7227000,43.1,19.67,14.37,4.21,0
20201005:1511,13362000,68.84,12.6,13.91,4.07,0
20201005:1611,4290000,31.33,4.6,13.27,3.72,0
20201005:1711,0,0,0,12.62,3.45,0
20201005:1811,0,0,0,12.15,3.24,0
20201005:1911,0,0,0,11.36,2.83,0
20201005:2011,0,0,0,10.83,2.9,0
20201005:2111,0,0,0,10.3,2.9,0
20201005:2211,0,0,0,9.86,2.83,0
20201005:2311,0,0,0,9.44,2.83,0
20201006:0011,0,0,0,9.25,2.9,0
20201006:0111,0,0,0,9.3,2.97,0
20201006:0211,0,0,0,9.31,3.03,0
20201006:0311,0,0,0,9.41,3.24,0
20201006:0411,0,0,0,9.39,3.38,0
20201006:0511,0,0,0,9.49,3.52,0
20201006:0611,0,3.59,4.47,9.69,3.79,0
20201006:0711,28059000,125.67,12.44,10.57,4.62,0
20201006:0811,16794000,81.71,19.47,10.99,4.34,0
20201006:0911,9441000,52.08,25.06,11.73,4.34,0
20201006:1011,33744000,148.12,28.7,12.45,3.72,0
20201006:1111,6243000,38.61,29.94,13.33,3.45,0
20201006:1211,56400000,235.3,28.63,13.93,3.59,0
20201006:1311,9108000,51.18,24.93,14.26,4.62,0
20201006:1411,103836000,414.91,19.29,13.39,4,0
20201006:1511,33798000,149.48,12.23,13.31,3.59,0
20201006:1611,4845000,34.61,4.24,12.92,3.45,0
20201006:1711,0,0,0,12.27,2.76,0
20201006:1811,0,0,0,12.03,2.97,0
20201006:1911,0,0,0,11.78,2.69,0
20201006:2011,0,0,0,11.38,2.83,0
20201006:2111,0,0,0,11.2,2.62,0
20201006:2211,0,0,0,10.89,2.41,0
20201006:2311,0,0,0,10.83,2.41,0
20201007:0011,0,0,0,11.04,2.48,0
20201007:0111,0,0,0,11.5,2.83,0
20201007:0211,0,0,0,11.65,2.83,0
20201007:0311,0,0,0,11.29,2.9,0
20201007:0411,0,0,0,11.12,3.1,0
20201007:0511,0,0,0,10.78,3.17,0
20201007:0611,0,2.69,4.19,10.88,3.1,0
20201007:0711,59760000,248.76,12.14,11.09,3.1,0
20201007:0811,106707000,424.46,19.15,12,3.52,0
20201007:0911,57654000,238.14,24.72,12.83,4.07,0
20201007:1011,98463000,394.75,28.33,13.48,3.93,0
20201007:1111,38319000,166.64,29.56,13.93,3.79,0
20201007:1211,123726000,494.63,28.24,13.99,3.93,0
20201007:1311,71172000,290.3,24.55,13.89,4.07,0
20201007:1411,17481000,85.3,18.92,13.56,4.41,0
20201007:1511,34572000,152.36,11.86,13.12,3.86,0
20201007:1611,9567000,60.04,3.88,12.93,3.03,0
20201007:1711,0,0,0,12.32,2.83,0
20201007:1811,0,0,0,12.02,2.97,0
20201007:1911,0,0,0,11.72,2.83,0
20201007:2011,0,0,0,11.28,3.1,0
20201007:2111,0,0,0,11.26,3.17,0
20201007:2211,0,0,0,10.96,3.17,0
20201007:2311,0,0,0,10.92,3.24,0
20201008:0011,0,0,0,11.19,3.17,0
20201008:0111,0,0,0,11.19,3.31,0
20201008:0211,0,0,0,11.24,3.59,0
20201008:0311,0,0,0,11.31,3.66,0
20201008:0411,0,0,0,11.24,3.72,0
20201008:0511,0,0,0,11.16,3.86,0
20201008:0611,0,4.49,3.91,10.98,4.07,0
20201008:0711,4134000,28.73,11.85,10.95,4.21,0
20201008:0811,7761000,44.89,18.84,11.32,4.07,0
20201008:0911,12273000,63.75,24.38,11.53,3.79,0
20201008:1011,16080000,79.01,27.96,11.36,4.07,0
20201008:1111,17214000,83.5,29.17,11.31,3.86,0
20201008:1211,19752000,93.38,27.85,11,4,0
20201008:1311,6951000,41.3,24.16,10.68,4.76,0
20201008:1411,8424000,47.59,18.54,10.6,4.21,0
20201008:1511,4326000,29.63,11.5,10.96,3.59,0
20201008:1611,0,5.39,3.52,12.03,3.1,0
20201008:1711,0,0,0,13.29,3.03,0
20201008:1811,0,0,0,13.06,3.86,0
20201008:1911,0,0,0,12.19,3.03,0
20201008:2011,0,0,0,11.19,4.55,0
20201008:2111,0,0,0,10.83,4,0
20201008:2211,0,0,0,11.03,3.79,0
20201008:2311,0,0,0,10.93,3.93,0
20201009:0011,0,0,0,10.78,3.72,0
20201009:0111,0,0,0,10.56,3.45,0
20201009:0211,0,0,0,10.14,3.1,0
20201009:0311,0,0,0,9.9,2.83,0
20201009:0411,0,0,0,9.67,2.62,0
20201009:0511,0,0,0,9.24,2.55,0
20201009:0611,2628000,22.8,3.63,9.23,2.41,0
20201009:0711,50802000,213.54,11.55,9.88,2.21,0
20201009:0811,95601000,382.57,18.52,11,2,0
20201009:0911,109314000,437.32,24.04,12.31,2.41,0
20201009:1011,55371000,230.24,27.6,12.72,3.24,0
20201009:1111,69198000,282.34,28.79,13.24,4.48,0
20201009:1211,127002000,504.24,27.46,13.13,4.41,0
20201009:1311,44727000,189.51,23.78,13.03,4.48,0
20201009:1411,40551000,173.24,18.17,12.71,4.28,0
20201009:1511,37803000,164.47,11.13,12.17,3.66,0
20201009:1611,552000,9.88,3.17,11.45,3.72,0
20201009:1711,0,0,0,10.93,3.79,0
20201009:1811,0,0,0,10.18,3.66,0
20201009:1911,0,0,0,10.36,3.52,0
20201009:2011,0,0,0,10.23,3.79,0
20201009:2111,0,0,0,9.79,4.21,0
20201009:2211,0,0,0,9.78,3.38,0
20201009:2311,0,0,0,9.64,2.55,0
20201010:0011,0,0,0,9.2,2.34,0
20201010:0111,0,0,0,9,2.34,0
20201010:0211,0,0,0,8.74,2.34,0
20201010:0311,0,0,0,8.61,2.21,0
20201010:0411,0,0,0,8.4,2.34,0
20201010:0511,0,0,0,8.11,2.55,0
20201010:0611,5079000,36.62,3.35,7.77,2.41,0
20201010:0711,849000,11.67,11.26,8.21,2.69,0
20201010:0811,2850000,22.45,18.2,9.1,3.24,0
20201010:0911,47940000,199.06,23.7,9.87,4.14,0
20201010:1011,149607000,586.83,27.23,10.62,4.55,0
20201010:1111,128829000,505.81,28.41,10.92,4.69,0
20201010:1211,32667000,142.96,27.07,11.04,4.55,0
20201010:1311,125766000,494.01,23.4,10.72,4.07,0
20201010:1411,129492000,509.42,17.8,10.42,3.79,0
20201010:1511,77619000,317.2,10.77,10.35,3.52,0
20201010:1611,4071000,32.03,2.82,9.9,3.31,0
20201010:1711,0,0,0,9.42,3.38,0
20201010:1811,0,0,0,9.44,3.52,0
20201010:1911,0,0,0,8.58,3.24,0
20201010:2011,0,0,0,8.59,3.52,0
20201010:2111,0,0,0,8.65,3.38,0
20201010:2211,0,0,0,8.51,3.45,0
20201010:2311,0,0,0,8.47,3.45,0
20201011:0011,0,0,0,8.58,3.59,0
20201011:0111,0,0,0,8.33,3.72,0
20201011:0211,0,0,0,8.34,3.52,0
20201011:0311,0,0,0,8.21,3.03,0
20201011:0411,0,0,0,8.13,2.69,0
20201011:0511,0,0,0,8.32,2.62,0
20201011:0611,432000,8.98,3.06,8.39,2.34,0
20201011:0711,3417000,25.14,10.96,8.49,2.34,0
20201011:0811,67905000,274.01,17.89,9.22,1.86,0
20201011:0911,13422000,68.24,23.35,10.46,1.59,0
20201011:1011,49170000,206.53,26.87,11.63,1.93,0
20201011:1111,91443000,367.85,28.03,12.33,2.62,0
20201011:1211,0,0,0,12.56,2.97,0
20201011:1311,95643000,382.82,23.02,12.7,3.24,0
20201011:1411,113976000,454.88,17.43,12.6,3.17,0
20201011:1511,2097000,18.86,10.42,12.15,2.62,0
20201011:1611,0,3.59,2.47,11.44,2.34,0
20201011:1711,0,0,0,10.35,2.28,0
20201011:1811,0,0,0,9.74,2.21,0
20201011:1911,0,0,0,8.77,2.41,0
20201011:2011,0,0,0,8.13,2.28,0
20201011:2111,0,0,0,7.63,2.14,0
20201011:2211,0,0,0,7.08,2.14,0
20201011:2311,0,0,0,6.67,2,0
20201012:0011,0,0,0,6.34,1.86,0
20201012:0111,0,0,0,6.01,1.72,0
20201012:0211,0,0,0,5.38,1.31,0
20201012:0311,0,0,0,4.81,1.45,0
20201012:0411,0,0,0,4.09,1.66,0
20201012:0511,0,0,0,4.11,1.66,0
20201012:0611,1221000,14.65,2.78,4.57,1.52,0
20201012:0711,36279000,155.47,10.67,6,1.17,0
20201012:0811,60657000,245.31,17.57,7.56,1.45,0
20201012:0911,15312000,75.42,23.01,9.19,2,0
20201012:1011,22224000,103.26,26.51,10.99,1.93,0
20201012:1111,126846000,507.06,27.65,11.79,2.28,0
20201012:1211,49467000,207.9,26.31,12.4,2.55,0
20201012:1311,59073000,243.54,22.64,12.46,2.83,0
20201012:1411,60429000,248.07,17.06,12.09,2.83,0
20201012:1511,16521000,81.26,10.06,11.86,2.48,0
20201012:1611,0,0,0,10.92,1.93,0
20201012:1711,0,0,0,9.92,1.86,0
20201012:1811,0,0,0,9.07,1.79,0
20201012:1911,0,0,0,8.79,1.52,0
20201012:2011,0,0,0,8.47,1.66,0
20201012:2111,0,0,0,8.23,1.72,0
20201012:2211,0,0,0,8.03,1.72,0
20201012:2311,0,0,0,7.85,1.72,0
20201013:0011,0,0,0,7.66,1.86,0
20201013:0111,0,0,0,7.4,1.93,0
20201013:0211,0,0,0,7.09,1.93,0
20201013:0311,0,0,0,6.89,1.86,0
20201013:0411,0,0,0,6.79,1.79,0
20201013:0511,0,0,0,6.59,1.86,0
20201013:0611,0,3.59,2.5,6.42,1.86,0
20201013:0711,30630000,134.44,10.37,7.16,1.79,0
20201013:0811,100203000,397.39,17.25,8.43,1.38,0
20201013:0911,151578000,607.8,22.67,10.02,1.38,0
20201013:1011,172701000,702.88,26.15,11.42,1.45,0
20201013:1111,84678000,343.16,27.28,12.3,1.72,0
20201013:1211,133293000,536.86,25.93,12.76,1.93,0
20201013:1311,105480000,424.55,22.27,12.82,1.86,0
20201013:1411,119199000,479.77,16.7,12.8,2,0
20201013:1511,49902000,213.05,9.71,12.46,1.93,0
20201013:1611,0,0,0,11.55,1.86,0
20201013:1711,0,0,0,10.41,2.14,0
20201013:1811,0,0,0,9.88,2.34,0
20201013:1911,0,0,0,9.17,2.55,0
20201013:2011,0,0,0,8.83,2.62,0
20201013:2111,0,0,0,8.75,2.69,0
20201013:2211,0,0,0,8.48,2.76,0
20201013:2311,0,0,0,8.36,2.83,0
20201014:0011,0,0,0,8.24,2.97,0
20201014:0111,0,0,0,8.2,3.17,0
20201014:0211,0,0,0,8.29,3.45,0
20201014:0311,0,0,0,7.91,3.72,0
20201014:0411,0,0,0,7.66,4.14,0
20201014:0511,0,0,0,7.62,4.48,0
20201014:0611,0,0,0,7.7,4.69,0
20201014:0711,69861000,283.36,10.07,8.02,5.03,0
20201014:0811,112707000,438.95,16.94,8.73,4.62,0
20201014:0911,81201000,319.64,22.33,9.34,6.55,0
20201014:1011,70602000,281.66,25.78,10.01,7.24,0
20201014:1111,114408000,444.92,26.9,10.15,6.97,0
20201014:1211,24273000,110.44,25.55,10.42,7.03,0
20201014:1311,63813000,256.74,21.9,10.39,6.9,0
20201014:1411,5739000,35.91,16.34,10.23,6.62,0
20201014:1511,5340000,34.12,9.36,9.99,5.66,0
20201014:1611,0,0,0,9.85,5.31,0
20201014:1711,0,0,0,9.74,5.17,0
20201014:1811,0,0,0,9.52,5.1,0
20201014:1911,0,0,0,8.7,4.83,0
20201014:2011,0,0,0,8.61,4.62,0
20201014:2111,0,0,0,8.64,4.55,0
20201014:2211,0,0,0,8.39,4.48,0
20201014:2311,0,0,0,8.21,4.41,0
20201015:0011,0,0,0,8.13,4.34,0
20201015:0111,0,0,0,8.06,4.34,0
20201015:0211,0,0,0,7.96,4.34,0
20201015:0311,0,0,0,7.91,4.21,0
20201015:0411,0,0,0,7.72,4,0
20201015:0511,0,0,0,7.55,3.79,0
20201015:0611,0,0,0,7.4,3.79,0
20201015:0711,38514000,164.2,9.78,7.38,3.72,0
20201015:0811,50634000,207.01,16.62,7.84,3.45,0
20201015:0911,31278000,135.95,22,8.42,4.97,0
20201015:1011,37353000,158.87,25.43,8.63,4.9,0
20201015:1111,37092000,158.07,26.53,8.71,4.62,0
20201015:1211,11331000,59.26,25.18,8.89,4.34,0
20201015:1311,11769000,61.06,21.53,8.96,4.14,0
20201015:1411,7014000,41.3,15.98,8.95,4,0
20201015:1511,6189000,37.71,9.01,8.77,3.79,0
20201015:1611,0,0,0,8.44,2.97,0
20201015:1711,0,0,0,7.97,2.62,0
20201015:1811,0,0,0,7.8,2.28,0
20201015:1911,0,0,0,7.5,1.79,0
20201015:2011,0,0,0,7.54,1.66,0
20201015:2111,0,0,0,7.53,1.59,0
20201015:2211,0,0,0,7.24,1.66,0
20201015:2311,0,0,0,7.11,1.79,0
20201016:0011,0,0,0,7.12,1.93,0
20201016:0111,0,0,0,7.07,1.93,0
20201016:0211,0,0,0,7.12,1.86,0
20201016:0311,0,0,0,6.93,1.93,0
20201016:0411,0,0,0,6.69,1.93,0
20201016:0511,0,0,0,6.43,1.93,0
20201016:0611,0,0,0,6.02,1.86,0
20201016:0711,53004000,218.51,9.48,5.46,1.93,0
20201016:0811,118176000,463.58,16.3,6.86,1.66,0
20201016:0911,159459000,633.29,21.66,8.55,1.72,0
20201016:1011,182817000,737.43,25.07,9.94,1.79,0
20201016:1111,139458000,557.18,26.16,10.93,1.93,0
20201016:1211,87345000,351.06,24.8,11.45,2,0
20201016:1311,20559000,96.97,21.16,11.66,2.14,0
20201016:1411,101079000,404.86,15.62,11.82,2.21,0
20201016:1511,21996000,103.36,8.67,11.63,1.72,0
20201016:1611,0,0,0,11.08,1.66,0
20201016:1711,0,0,0,10.57,1.93,0
20201016:1811,0,0,0,10.09,2.41,0
20201016:1911,0,0,0,9.42,2.55,0
20201016:2011,0,0,0,9.24,2.55,0
20201016:2111,0,0,0,8.97,2.48,0
20201016:2211,0,0,0,8.41,2.34,0
20201016:2311,0,0,0,7.87,2.21,0
20201017:0011,0,0,0,7.44,2.14,0
20201017:0111,0,0,0,7.23,2.07,0
20201017:0211,0,0,0,6.98,2.14,0
20201017:0311,0,0,0,6.79,2.14,0
20201017:0411,0,0,0,6.84,2.14,0
20201017:0511,0,0,0,6.58,2.14,0
20201017:0611,0,0,0,6.56,2,0
20201017:0711,28584000,126.49,9.19,6.57,1.72,0
20201017:0811,119661000,472.19,15.99,7.7,1.45,0
20201017:0911,162699000,651.33,21.32,9.04,1.38,0
20201017:1011,190212000,779.02,24.71,10.06,1.1,0
20201017:1111,154527000,627.98,25.79,10.78,0.83,0
20201017:1211,15363000,76.32,24.43,11.22,1.1,0
20201017:1311,14481000,72.73,20.8,11.35,2.07,0
20201017:1411,9465000,52.08,15.27,11.03,2.69,0
20201017:1511,40965000,176.71,8.33,10.45,2.69,0
20201017:1611,0,0,0,9.46,2.55,0
20201017:1711,0,0,0,8.53,2.34,0
20201017:1811,0,0,0,8.19,2.62,0
20201017:1911,0,0,0,9.19,3.1,0
20201017:2011,0,0,0,9.69,3.45,0
20201017:2111,0,0,0,10.32,3.79,0
20201017:2211,0,0,0,10.56,4.14,0
20201017:2311,0,0,0,10.45,4.41,0
20201018:0011,0,0,0,10.38,4.62,0
20201018:0111,0,0,0,10.28,4.83,0
20201018:0211,0,0,0,10.17,5.03,0
20201018:0311,0,0,0,10.2,5.31,0
20201018:0411,0,0,0,9.98,5.31,0
20201018:0511,0,0,0,9.77,5.24,0
20201018:0611,0,0,0,9.55,5.03,0
20201018:0711,40713000,174.16,8.89,9.2,3.59,0
20201018:0811,108753000,427.72,15.67,9.49,3.31,0
20201018:0911,162912000,643.4,20.99,10.19,3.24,0
20201018:1011,159468000,627.54,24.36,10.74,4.14,0
20201018:1111,159393000,626.47,25.43,11.09,4.69,0
20201018:1211,153186000,600.16,24.06,11.14,5.1,0
20201018:1311,142974000,558.33,20.43,10.97,5.31,0
20201018:1411,93909000,370.03,14.92,10.62,5.45,0
20201018:1511,32247000,142.36,7.99,10.1,4.83,0
20201018:1611,0,0,0,9.33,4.34,0
20201018:1711,0,0,0,8.72,4,0
20201018:1811,0,0,0,8.4,3.79,0
20201018:1911,0,0,0,7.68,2.97,0
20201018:2011,0,0,0,7.33,2.9,0
20201018:2111,0,0,0,7.12,2.76,0
20201018:2211,0,0,0,7.07,2.62,0
20201018:2311,0,0,0,7.22,2.55,0
20201019:0011,0,0,0,7.11,2.48,0
20201019:0111,0,0,0,7.19,2.41,0
20201019:0211,0,0,0,6.93,2.21,0
20201019:0311,0,0,0,6.61,2.14,0
20201019:0411,0,0,0,6.37,2,0
20201019:0511,0,0,0,6.21,1.79,0
20201019:0611,0,0,0,5.95,1.72,0
20201019:0711,21591000,99.56,8.6,6.47,1.86,0
20201019:0811,66795000,268.34,15.36,7.89,1.52,0
20201019:0911,77277000,308.92,20.65,8.83,1.52,0
20201019:1011,129045000,511.42,24,9.6,1.86,0
20201019:1111,30228000,133.52,25.06,10.01,2.07,0
20201019:1211,20007000,94.28,23.7,10.35,2.34,0
20201019:1311,46935000,196.08,20.08,10.71,2.69,0
20201019:1411,60141000,245.7,14.57,10.95,2.62,0
20201019:1511,13932000,70.81,7.65,10.73,1.86,0
20201019:1611,0,0,0,10.06,2,0
20201019:1711,0,0,0,8.92,2.41,0
20201019:1811,0,0,0,8.41,2.62,0
20201019:1911,0,0,0,8.25,2.76,0
20201019:2011,0,0,0,8.16,2.9,0
20201019:2111,0,0,0,7.9,2.97,0
20201019:2211,0,0,0,7.54,3.03,0
20201019:2311,0,0,0,7.41,2.97,0
20201020:0011,0,0,0,7.17,3.1,0
20201020:0111,0,0,0,7.07,3.24,0
20201020:0211,0,0,0,7.08,3.24,0
20201020:0311,0,0,0,7.07,3.38,0
20201020:0411,0,0,0,7.19,3.38,0
20201020:0511,0,0,0,7.26,3.45,0
20201020:0611,0,0,0,7.29,3.59,0
20201020:0711,5412000,34.12,8.3,7.37,4,0
20201020:0811,12276000,62.85,15.05,7.86,3.93,0
20201020:0911,14718000,72.73,20.32,8.49,4.28,0
20201020:1011,42663000,178.66,23.65,9.01,4.48,0
20201020:1111,13974000,70.03,24.7,9.41,4.21,0
20201020:1211,19143000,90.68,23.34,10.18,4,0
20201020:1311,11013000,58.36,19.72,10.48,3.31,0
20201020:1411,8865000,49.38,14.23,10.21,3.38,0
20201020:1511,1788000,17.06,7.32,9.75,3.52,0
20201020:1611,0,0,0,9.72,3.59,0
20201020:1711,0,0,0,9.86,3.79,0
20201020:1811,0,0,0,10.18,3.72,0
20201020:1911,0,0,0,10.24,4.14,0
20201020:2011,0,0,0,11.01,3.79,0
20201020:2111,0,0,0,11.83,4.14,0
20201020:2211,0,0,0,12.51,4.21,0
20201020:2311,0,0,0,12.43,3.79,0
20201021:0011,0,0,0,12.02,3.66,0
20201021:0111,0,0,0,11.88,3.79,0
